% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
9 +6.826490312e+02 +6.826490312e+02 +6.789390312e+02 +6.789390312e+02 -3.8233e+00 +5.6722e-01 +4.8399e+00 +2.7893e+00 +2.7736e+00 -3.4119e+00 -4.6664e+00 -2.4232e+00 -3.9004e+00 -2.4655e+00 -4.1958e-01 +1.0460e+00 +3.8417e+00 +2.8269e-02 +4.7587e-01 -4.1239e+00 +3.7249e+00 +4.0821e+00 +3.4384e+00 -2.0816e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.159566750e+03 +3.159566750e+03 +3.291746750e+03 +3.291746750e+03 -4.9098e+00 +1.8605e-01 -4.1676e+00 -4.0624e+00 +2.8164e+00 +2.6907e+00 +1.9540e+00 +4.1164e+00 -4.9047e+00 -1.9243e+00 +3.0192e+00 +4.9804e+00 -3.9494e+00 -4.2447e+00 +4.3635e+00 +1.0680e+00 +4.4374e+00 +3.6777e+00 -3.3121e+00 -1.3687e+00
4 +2.446142366e+03 +2.446142366e+03 +2.578322366e+03 +2.578322366e+03 -2.4896e+00 -4.0114e+00 -3.2546e+00 +6.1928e-01 -4.1537e-01 +1.9590e+00 -2.1647e+00 -2.5397e+00 -2.4446e+00 +3.7211e+00 -9.4969e-01 +2.9924e-01 -4.2944e+00 +3.9016e+00 +1.1466e+00 -3.1909e+00 -7.5623e-01 -2.9316e+00 +4.0259e+00 +1.5296e+00
5 +7.174369440e+02 +7.174369440e+02 +8.496169440e+02 +8.496169440e+02 -4.3326e+00 -1.4206e+00 +3.6823e+00 -2.4301e-01 -7.8187e-01 -2.1667e+00 -2.6652e+00 +3.1277e+00 +4.7721e+00 +3.6854e-01 +6.4823e-01 -1.2463e+00 -1.2063e+00 -2.9807e-01 -2.5190e+00 +3.8650e+00 -1.9801e+00 +2.3574e+00 -4.6148e+00 -1.5092e+00
541 +5.842972514e+02 +5.842972514e+02 +7.164772514e+02 +7.164772514e+02 -5.0000e+00 -7.9021e-01 -1.6576e-308 -5.0000e+00 -2.1916e+00 -7.6664e-01 -4.8940e+00 -3.5616e+00 -1.7863e-308 +2.2706e+00 -1.3741e-308 +1.7237e+00 +2.5066e-01 +4.6601e+00 -5.0000e+00 +2.9329e+00 -1.5431e-308 +0.0000e+00 -1.1394e-308 +2.8557e+00
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.000527983e+03 +2.000527983e+03 +1.958787983e+03 +1.958787983e+03 +3.1336e+00 +6.6895e-02 -2.5668e+00 +2.9638e+00 -4.3104e+00 -3.4975e+00 -3.4878e+00 +2.6729e-01 -4.7872e+00 -1.8695e+00 +2.5059e+00 +7.0274e-01 +3.1260e+00 -3.9890e+00 +2.0844e-01 -4.4923e+00 -2.9219e+00 -3.0749e+00 -2.5392e+00 -3.4416e+00
5 +1.489718921e+03 +1.489718921e+03 +1.447978921e+03 +1.447978921e+03 +1.0633e-01 -4.2485e+00 -2.3269e+00 -2.0085e+00 +3.6529e+00 -3.0643e+00 +2.5149e-01 -3.2980e+00 -4.4013e+00 -1.8079e+00 -1.7951e+00 -1.0141e+00 +3.3857e+00 -2.6710e+00 -2.1286e+00 +3.8217e+00 -2.5015e+00 +3.6175e+00 +1.8175e+00 -1.6951e+00
44 +7.887214192e+02 +7.887214192e+02 +7.469814192e+02 +7.469814192e+02 -2.4605e+00 -3.8905e-01 +3.3943e+00 +3.0910e+00 +2.9360e+00 -1.7888e+00 -3.4765e-02 -3.7038e+00 -2.9392e+00 +4.0966e+00 +8.6029e-01 -2.7263e-01 +3.3966e+00 -3.4977e+00 -9.5741e-01 -1.4664e+00 +1.3877e+00 -1.0696e+00 -2.8603e+00 +2.4030e+00
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.673282458e+03 +1.673282458e+03 +1.178422458e+03 +1.178422458e+03 -3.6211e+00 -1.8773e+00 -8.3319e-01 -3.9418e+00 +4.8853e+00 -4.9929e+00 +2.7239e+00 +1.4046e+00 +4.0292e+00 -3.8527e+00 -1.0352e+00 +1.4672e+00 -4.0642e+00 -4.5752e+00 +2.1359e+00 -3.9758e+00 -2.4844e-01 -3.5809e+00 +1.3312e-01 -4.0991e+00
2 +8.902446247e+02 +8.902446247e+02 +3.953846247e+02 +3.953846247e+02 -4.7963e+00 -1.5939e+00 -2.2493e+00 -3.2286e+00 -3.3036e+00 -1.9003e+00 -1.5770e+00 -1.8215e+00 -1.7159e+00 +3.0092e+00 +2.4990e+00 +2.7206e+00 -1.7190e+00 -7.5289e-01 -9.5093e-01 -3.7712e+00 -3.6918e+00 -2.8099e+00 +3.1714e+00 +2.2398e+00
34 +6.195759131e+02 +6.195759131e+02 +1.247159131e+02 +1.247159131e+02 +2.9168e+00 -3.0649e+00 +4.7198e+00 -1.1119e+00 -2.6359e+00 -4.4618e+00 +3.5697e+00 +5.2564e-01 -3.5546e+00 +2.2727e+00 +2.7543e+00 -2.5426e+00 +1.3298e+00 -3.3097e+00 -3.8859e-01 -4.3499e+00 +4.3374e+00 -1.4976e+00 +2.4049e+00 +1.3822e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.836010952e+03 +1.836010952e+03 +2.184410952e+03 +2.184410952e+03 -7.2782e-01 -1.1495e+00 +1.6152e+00 -1.2157e+00 +4.9642e+00 +1.0588e+00 -3.1984e+00 -9.3001e-01 -9.8999e-01 +2.6390e+00 +4.9468e+00 +3.1633e+00 -3.7948e+00 -6.9170e-01 -1.2199e+00 -3.4487e-01 +1.6002e+00 +2.3024e+00 -4.7739e+00 +3.2867e-01
4 +1.511182822e+03 +1.511182822e+03 +1.859582822e+03 +1.859582822e+03 -2.5145e+00 +2.5063e+00 +1.7881e+00 +2.5911e+00 +2.0161e+00 +4.2175e+00 -3.2732e+00 +1.0793e+00 +2.5784e+00 +7.5521e-01 -4.5598e+00 +1.0523e+00 -2.8773e+00 -1.3067e+00 -2.7889e+00 +3.3537e+00 -2.0934e+00 -4.0061e+00 +8.6766e-01 +2.0425e+00
15 +9.784272307e+02 +9.784272307e+02 +1.326827231e+03 +1.326827231e+03 -2.7207e+00 +3.6761e-01 -6.3447e-01 +7.0126e-01 +1.0369e+00 +1.1518e+00 -3.7143e+00 -1.0338e+00 -8.7330e-01 -3.8986e+00 +7.2148e-02 -1.0342e+00 +3.2189e+00 -2.0377e-01 -4.0094e+00 +7.8548e-01 -2.1532e+00 +7.1806e-01 -1.6125e+00 -7.4721e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.048123226e+03 +4.048123226e+03 +4.051893226e+03 +4.051893226e+03 -4.2246e+00 -2.8073e+00 +2.7218e+00 +5.5330e-01 +4.1424e+00 -9.9763e-01 +2.9092e+00 +3.9996e+00 +4.8113e+00 -3.6871e+00 +3.7677e+00 +1.4816e+00 +3.3147e+00 +3.6606e+00 +2.7293e+00 +4.4126e+00 +3.8249e+00 -1.9750e+00 -4.0731e-01 -3.5710e+00
2 +1.664128145e+03 +1.664128145e+03 +1.667898145e+03 +1.667898145e+03 -2.7845e+00 +1.0961e+00 -2.5056e+00 -3.3146e+00 +3.0626e+00 -3.3667e+00 -2.2525e+00 +1.6543e+00 -4.8038e+00 -1.0790e+00 +2.0117e+00 +3.5758e+00 +4.7916e+00 -1.3871e+00 -3.1959e+00 -4.7461e+00 -3.4975e+00 -4.2744e+00 -4.0300e+00 -2.1710e-01
3 +1.218189115e+03 +1.218189115e+03 +1.221959115e+03 +1.221959115e+03 +4.7760e+00 +2.1479e+00 +2.0334e+00 +7.2218e-01 -3.2581e+00 -9.5571e-01 +7.4021e-02 -2.4601e+00 -1.2076e+00 -4.1549e+00 +4.9909e+00 -7.8644e-01 +3.3132e+00 -1.7351e+00 +1.3314e+00 +2.5146e+00 +2.5511e+00 +5.8228e-01 +2.5827e-01 +3.7667e+00
16 +8.023601970e+02 +8.023601970e+02 +8.061301970e+02 +8.061301970e+02 -4.3928e+00 -5.5951e-01 -2.1980e+00 -8.8989e-02 +3.6155e+00 +3.4662e+00 -4.5136e-01 -1.2711e+00 -2.1971e+00 +2.2939e+00 -3.1597e-02 -2.1479e+00 +3.6277e-01 -1.0405e+00 -3.5738e+00 +2.8670e+00 -4.0196e-01 -1.7081e+00 -2.4764e-01 +4.0313e+00
788 +6.280638382e+02 +6.280638382e+02 +6.318338382e+02 +6.318338382e+02 +2.5047e+00 +1.5374e+00 +2.1891e-01 +3.2138e+00 +1.8253e-01 +1.7376e+00 +7.7996e-01 +1.9531e+00 +4.6608e-01 -4.0751e+00 +3.9752e+00 -4.7102e+00 +1.3770e+00 -3.1024e+00 -3.3372e+00 +5.9361e-01 -2.1819e+00 -1.3100e-01 +1.2026e+00 +2.2955e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.437037844e+03 +1.437037844e+03 +1.474737844e+03 +1.474737844e+03 +1.6020e+00 -1.6851e+00 -2.6447e-01 +7.4131e-01 +2.3806e+00 +3.7341e+00 +4.7559e+00 -4.2302e+00 +5.2598e-01 -3.5901e-01 +2.6138e+00 +2.7773e+00 +7.4865e-01 +2.3917e+00 -4.6157e+00 -2.6315e+00 -4.2401e+00 -2.4404e-02 -4.6147e+00 -5.6300e-01
8 +6.756630419e+02 +6.756630419e+02 +7.133630419e+02 +7.133630419e+02 +4.5176e+00 +3.7467e+00 +4.1797e+00 -1.6284e+00 +4.2098e+00 +1.0732e+00 -3.0249e+00 -1.6208e+00 +2.4849e+00 +2.8316e+00 +2.1257e+00 -3.1417e+00 +8.8041e-01 +3.2739e+00 +1.1730e+00 -8.5190e-01 -1.3959e+00 -2.2487e+00 +2.6842e+00 +1.9130e+00
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.850145196e+03 +1.850145196e+03 +2.545835196e+03 +2.545835196e+03 +4.4625e+00 -4.9310e+00 +1.9734e+00 -3.6457e+00 -4.8400e-01 +2.8841e-01 +1.9715e+00 -1.5173e+00 -5.2307e-01 +2.0011e-02 +3.8755e+00 -2.7367e+00 +5.0630e-01 -3.1496e+00 -4.0176e-01 -4.1317e+00 +3.2285e+00 +3.9680e+00 +1.7892e+00 -2.0660e+00
2 +6.494062012e+02 +6.494062012e+02 +1.345096201e+03 +1.345096201e+03 -3.5705e-01 -1.3750e+00 -2.4368e+00 -2.2289e+00 -2.8457e+00 -1.2689e+00 +2.8246e-01 +3.8080e+00 -1.9884e+00 -1.8491e+00 +2.3149e+00 +1.7085e+00 +6.3777e-01 -2.4051e+00 -3.3670e+00 -2.3570e+00 -4.1797e+00 +2.2313e+00 -4.9145e+00 -3.2555e+00
28 +6.141463193e+02 +6.141463193e+02 +1.309836319e+03 +1.309836319e+03 -4.0207e+00 -3.7752e+00 +2.7866e+00 -1.5257e+00 -1.9955e+00 -4.3725e-01 +8.5220e-01 +3.5401e+00 +7.9216e-01 -2.6009e+00 +3.7267e+00 -6.8387e-01 +1.8367e+00 -2.2851e+00 -3.6086e-01 -3.6102e+00 -2.8555e-01 -2.4044e+00 -3.3433e+00 -3.7334e+00
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.211121672e+03 +1.211121672e+03 +1.093091672e+03 +1.093091672e+03 -2.9707e+00 +3.5941e+00 -1.2369e+00 +4.7394e+00 -1.4493e-01 -1.9729e+00 -2.1866e+00 +3.7235e+00 +3.4460e+00 +4.8161e+00 -4.5600e-02 -4.8981e+00 -2.1461e-01 -2.0782e+00 +1.0850e-01 -2.3251e+00 +2.5069e+00 -1.3446e-01 -4.3267e+00 -4.4705e+00
9 +9.117710896e+02 +9.117710896e+02 +7.937410896e+02 +7.937410896e+02 +9.2557e-02 +3.7150e+00 +1.9059e+00 -7.3035e-01 -2.2158e+00 -3.8427e+00 +2.6718e-01 +4.1331e+00 -1.8084e+00 +2.2588e+00 +1.5717e+00 +4.2193e+00 +2.1279e+00 -2.3676e+00 -3.4004e+00 -5.7181e-01 +1.6560e+00 +2.8680e+00 +3.6051e+00 +3.8076e-01
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.324926196e+03 +1.324926196e+03 +1.373086196e+03 +1.373086196e+03 -4.0986e+00 -2.3467e+00 -4.2443e+00 -1.5716e+00 +3.1073e+00 -5.5645e-01 +4.0662e+00 -2.3206e+00 -3.2844e+00 +1.2941e-01 +3.3338e+00 +3.3321e+00 -4.6848e+00 -2.8836e+00 -2.4139e+00 -2.5439e+00 -7.8921e-01 +3.9988e+00 +4.7473e-01 +1.8651e+00
33 +8.156876529e+02 +8.156876529e+02 +8.638476529e+02 +8.638476529e+02 +7.7341e-01 +2.5303e+00 -4.9336e+00 +4.1123e+00 +1.9959e+00 +1.0746e+00 -2.5971e+00 -1.7471e+00 -3.0759e+00 -2.7174e+00 +3.4613e+00 -3.0364e+00 +3.0158e-01 +1.8708e+00 -2.2521e+00 +1.4324e+00 -1.7022e+00 -8.9132e-01 -4.5755e+00 -1.2616e+00
144 +6.306820566e+02 +6.306820566e+02 +6.788420566e+02 +6.788420566e+02 +1.4253e-01 -6.2333e-01 +8.3275e-01 -9.2680e-01 -9.5785e-01 +1.5594e+00 -4.6241e+00 -1.4686e+00 -1.9135e+00 +3.5324e+00 -2.4932e+00 -3.9721e+00 +1.2235e+00 -5.0836e-01 -2.8483e+00 +1.3394e+00 -3.2422e-01 +1.3787e+00 +7.9725e-01 -3.9897e+00
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.451447570e+03 +4.451447570e+03 +4.535287570e+03 +4.535287570e+03 -4.1307e+00 +4.0220e-01 -4.3070e+00 -3.7450e+00 -1.8015e+00 +1.7287e+00 +6.4708e-01 -2.1423e+00 -1.9948e+00 +1.0221e+00 -1.4713e-01 -3.6933e+00 -3.3840e+00 -1.5258e+00 -4.3661e+00 -2.0223e+00 -3.8564e+00 +3.3836e+00 +2.9918e+00 +3.2831e-01
3 +7.173134965e+02 +7.173134965e+02 +8.011534965e+02 +8.011534965e+02 +1.6904e+00 +1.7801e+00 -3.5459e+00 +4.2419e-01 +4.3906e-02 -2.9915e+00 +3.1024e+00 -2.9960e+00 -3.0239e+00 -2.6720e+00 +1.5460e-01 -3.0203e+00 -4.2676e+00 +2.0849e+00 +4.8692e+00 +1.6945e+00 -2.1023e+00 -1.9434e+00 -1.8683e+00 -1.6751e+00
10 +5.812711736e+02 +5.812711736e+02 +6.651111736e+02 +6.651111736e+02 +4.1836e+00 -8.6295e-01 -3.4678e-01 -1.0966e+00 +1.3108e+00 +1.7137e+00 +4.1825e+00 -4.7751e+00 -3.1540e+00 +4.2630e-01 -2.8006e+00 +2.4330e+00 -2.8469e+00 +3.8685e+00 +3.1439e+00 +3.7052e+00 +2.0973e+00 +1.2826e+00 -2.3837e+00 -3.3630e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.509100746e+03 +6.509100746e+03 +6.524460746e+03 +6.524460746e+03 +7.9932e-01 +3.3601e+00 +4.5038e+00 -3.7719e+00 -1.8801e+00 +7.2503e-01 -4.2312e+00 -1.8106e+00 +2.1894e+00 +3.2230e+00 +8.7645e-02 -1.5025e+00 -3.6481e+00 -3.7133e+00 -3.4609e+00 +9.2062e-01 -1.2495e+00 -2.7678e+00 +4.2838e+00 +1.5754e+00
2 +1.756889244e+03 +1.756889244e+03 +1.772249244e+03 +1.772249244e+03 -1.2460e-01 +4.8598e+00 -8.6028e-02 -1.5507e+00 -4.6090e+00 -4.8259e+00 -9.5700e-01 -4.3533e+00 +4.6916e+00 -1.8024e+00 +2.6336e+00 +3.0424e+00 +4.2249e+00 +3.9930e+00 +2.2402e+00 -1.0751e+00 +3.1217e+00 -1.4774e+00 -4.7697e+00 -3.0522e+00
3 +1.553933551e+03 +1.553933551e+03 +1.569293551e+03 +1.569293551e+03 +4.5731e+00 +1.7449e+00 +1.1599e+00 +2.2996e+00 +2.3659e+00 +4.0953e+00 +3.3199e+00 -4.6682e+00 -8.4613e-01 -4.9023e+00 -1.4101e+00 -1.9181e-01 +4.0781e+00 -2.2279e+00 +2.3270e+00 -2.5374e+00 +4.0265e+00 +3.9061e+00 +1.1348e+00 -3.6060e-01
49 +9.598968735e+02 +9.598968735e+02 +9.752568735e+02 +9.752568735e+02 +3.8025e+00 -1.3630e+00 -3.7072e+00 +4.8957e+00 +1.4951e+00 -1.9881e+00 +3.1897e+00 -1.3076e-01 -1.3675e-01 -4.2509e+00 -3.8411e+00 +1.1202e+00 +3.5940e+00 -2.6224e+00 -1.3626e-01 -1.6672e+00 +1.4482e-02 +1.2508e+00 -1.6886e+00 -3.0555e+00
359 +5.942883029e+02 +5.942883029e+02 +6.096483029e+02 +6.096483029e+02 +4.2936e+00 -2.3673e+00 +3.4747e+00 +2.8944e+00 -8.8882e-01 -4.1871e+00 -4.1190e-01 -1.3856e+00 -7.7240e-01 -1.6102e+00 -2.3429e+00 -1.6215e+00 +2.2931e+00 -3.1715e+00 +2.5880e+00 +5.7437e-01 +1.5570e+00 +3.8994e+00 -3.1434e+00 -8.7158e-01
