% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
336 +1.337602048e+08 +1.337602048e+08 +1.337599500e+08 +1.337599500e+08 -3.3268e-01 +8.3780e-01 +7.2846e-10 +3.6495e+00 -3.9407e+00 -1.9549e+00 +7.0122e-10 +5.3820e-10 +3.3716e+00 +5.0000e+00 +3.2206e+00 +5.0000e+00 -5.0000e+00 +1.0275e-09 -5.0000e+00 -5.0000e+00 +4.2164e+00 +4.8277e-01 -2.3194e+00 +2.4985e+00
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.673341583e+09 +3.673341583e+09 +3.673341639e+09 +3.673341639e+09 -4.3735e+00 +3.8561e+00 +2.6222e+00 -1.3411e+00 -8.4845e-01 -3.0823e+00 -3.9963e+00 -3.0259e+00 -2.4255e+00 +4.7953e+00 +4.0992e+00 -2.9638e+00 +2.3788e+00 -2.0761e+00 +1.3843e-03 -2.1743e+00 +2.9304e+00 +4.5441e+00 +1.3758e+00 +2.0906e-01
2 +1.729265423e+09 +1.729265423e+09 +1.729265480e+09 +1.729265480e+09 -1.4027e+00 -2.4687e+00 -6.5428e-01 -4.9398e+00 +2.7839e+00 +2.4510e+00 +7.5442e-01 -1.6500e+00 -1.8149e+00 +2.7694e+00 +1.3455e+00 -2.5954e+00 -4.6565e+00 +3.4092e+00 +2.0439e+00 +2.9807e+00 -6.6108e-01 +2.4098e+00 -3.8741e+00 -1.6293e+00
5 +2.428132500e+08 +2.428132500e+08 +2.428133066e+08 +2.428133066e+08 -4.6089e-01 -2.8072e+00 -4.5097e+00 -1.6118e+00 -1.7188e+00 +3.3717e+00 +5.9152e-01 +4.0810e+00 -8.1508e-01 +1.5482e+00 +2.6199e+00 -3.9243e+00 +5.5858e-01 +4.1021e+00 -3.0441e+00 +1.7686e-02 -4.8419e-01 -4.2991e-02 +4.2098e+00 -3.8643e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.580580440e+08 +3.580580440e+08 +3.580580259e+08 +3.580580259e+08 +1.1676e+00 +1.5851e+00 -3.7209e+00 +4.7370e+00 +1.2926e+00 +3.2533e+00 -8.0429e-01 +3.3131e+00 +2.2480e+00 -2.4940e-01 +2.8705e+00 +2.2386e+00 -3.2901e+00 +2.7500e-01 +1.0402e+00 +2.6906e-01 -1.4422e+00 -3.2388e+00 +4.5252e+00 -1.6752e-01
7 +1.898046243e+08 +1.898046243e+08 +1.898046062e+08 +1.898046062e+08 +3.1063e+00 +3.5967e+00 +3.4548e+00 +3.3478e+00 +2.0264e+00 -1.6141e+00 +3.6720e+00 -3.0808e+00 -4.1820e+00 -6.5429e-01 -3.0542e+00 +7.0748e-01 +9.6852e-01 +3.8559e+00 -5.5266e-01 +3.8383e+00 -3.2114e+00 -3.2554e+00 +3.8252e+00 +4.6793e+00
108 +1.419187635e+08 +1.419187635e+08 +1.419187454e+08 +1.419187454e+08 +4.3000e-01 -4.1450e+00 +9.6751e-01 +4.3622e+00 -2.5521e+00 +8.9795e-02 +4.6815e+00 +2.3618e+00 +1.0508e+00 +2.7971e+00 -1.4700e+00 +4.7442e-01 +3.2490e+00 -2.6342e+00 -4.0904e+00 -1.2269e+00 +9.2141e-01 -3.3052e+00 -9.9035e-02 -7.6506e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.331144764e+09 +3.331144764e+09 +3.331144801e+09 +3.331144801e+09 +2.3995e+00 -4.8962e+00 +1.8452e+00 -1.6826e+00 +4.1030e-01 +2.3571e+00 -1.5668e+00 +8.2338e-01 +5.4202e-01 +4.3852e+00 -2.1683e+00 +4.9159e+00 -3.3061e+00 +3.8971e+00 +4.8779e+00 +9.0409e-02 -5.0644e-01 +1.5479e+00 -2.0854e+00 +4.8941e+00
3 +6.660596445e+08 +6.660596445e+08 +6.660596822e+08 +6.660596822e+08 +6.3916e-01 -1.8530e-01 -4.3633e+00 +3.4297e+00 +1.1419e+00 -2.7826e+00 -4.1625e+00 -3.5856e+00 +3.9906e+00 +1.1426e+00 +2.5383e+00 -3.9023e+00 +4.4093e+00 -3.2763e+00 +2.6142e-02 +3.0365e+00 +3.1430e+00 +2.4795e+00 -1.0940e+00 +1.7133e+00
8 +3.420580470e+08 +3.420580470e+08 +3.420580847e+08 +3.420580847e+08 -2.3313e-01 -1.1502e+00 -2.0667e+00 -2.2741e+00 -1.7395e+00 -2.5562e+00 -3.2530e-01 +8.7548e-01 -2.0870e+00 +1.8329e+00 +3.3595e+00 +3.0734e+00 +4.6759e+00 -4.4739e+00 -6.1071e-01 -3.8491e+00 -2.5266e+00 -1.8907e+00 +4.4968e+00 -2.4562e+00
18 +1.932016676e+08 +1.932016676e+08 +1.932017053e+08 +1.932017053e+08 +3.7489e+00 +2.3068e+00 +2.6971e+00 -1.8143e+00 -2.8977e+00 +3.6711e+00 -4.4914e+00 +1.8885e+00 -2.6252e+00 +6.3263e-01 +2.6626e+00 -4.7166e+00 +1.9154e+00 +2.2444e+00 -3.5703e+00 +8.1751e-01 -2.8508e+00 -3.7779e+00 -1.7772e+00 -3.2723e+00
104 +9.179373136e+07 +9.179373136e+07 +9.179376913e+07 +9.179376913e+07 -5.7099e-01 +1.7282e+00 +2.9010e+00 -1.2530e+00 -3.2151e+00 -9.2859e-01 -2.4777e+00 +4.6179e+00 -8.2547e-01 -2.1269e+00 +3.0263e+00 -2.3892e+00 -2.0995e+00 +1.2288e+00 -2.5212e+00 +2.7052e+00 -3.0229e+00 +8.7263e-01 +2.3448e+00 -2.4450e+00
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.019246352e+10 +1.019246352e+10 +1.019246345e+10 +1.019246345e+10 -2.2016e+00 +1.0411e-01 +3.4124e+00 +3.2590e+00 -3.1987e+00 -3.7340e+00 -3.6026e-01 -7.3825e-01 -2.9415e+00 +4.5085e+00 -8.0780e-01 -1.0879e-01 +2.6718e+00 -2.6058e+00 -4.6028e+00 -4.1842e+00 -3.1385e+00 -2.9581e+00 -1.4362e-01 -4.0475e+00
2 +4.173059134e+08 +4.173059134e+08 +4.173058462e+08 +4.173058462e+08 -3.7951e+00 -3.9702e+00 +3.5132e+00 +1.2328e+00 -2.1928e+00 -6.8145e-01 -7.1990e-01 +3.1422e-01 +6.4316e-01 +2.4183e-01 -2.8911e+00 +1.7920e+00 -4.3292e+00 -2.5833e+00 +1.6194e-01 +1.4396e+00 +3.2310e-01 -4.8435e+00 +4.2148e+00 +3.8958e+00
11 +2.522935896e+08 +2.522935896e+08 +2.522935224e+08 +2.522935224e+08 +2.9120e+00 -3.2121e+00 +1.6221e-01 -3.7466e+00 -1.2639e+00 -1.2209e-01 -3.9198e+00 +4.3430e+00 +1.3652e+00 -1.4363e+00 +4.5340e+00 -3.9223e+00 +7.1561e-01 +3.6364e-01 -4.6115e+00 +1.3589e+00 +4.3857e+00 +3.9667e+00 +3.6627e+00 -6.3657e-01
95 +2.236037317e+08 +2.236037317e+08 +2.236036645e+08 +2.236036645e+08 -4.1262e+00 -4.5406e+00 +1.5884e+00 -2.2310e+00 +3.5598e+00 +4.7988e+00 -3.3014e+00 -4.7129e-01 +8.5709e-01 -3.9483e+00 -2.4315e+00 +4.7436e+00 -1.0704e+00 +1.6847e+00 -4.4071e+00 +2.2100e+00 -4.7585e+00 +3.8843e+00 -4.0804e+00 +4.4010e+00
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.350992098e+08 +3.350992098e+08 +3.350992027e+08 +3.350992027e+08 +5.2735e-01 +4.9456e+00 +2.1612e+00 -1.2529e+00 +4.4583e+00 +3.2989e+00 +2.9930e+00 -1.5557e+00 -3.0929e+00 +8.3246e-01 -3.7260e+00 +4.9888e+00 +6.7619e-01 +1.6598e-01 +2.3726e+00 +1.6084e+00 +1.1775e+00 -1.9255e+00 -3.0287e+00 -1.0168e+00
3 +1.839962091e+08 +1.839962091e+08 +1.839962021e+08 +1.839962021e+08 +3.2245e+00 +1.4406e+00 -2.2852e+00 +1.3900e+00 +2.7605e+00 -1.5632e-01 +1.9366e-02 -4.9881e+00 -4.1375e+00 +1.8052e+00 +1.6760e+00 +3.7217e+00 +8.2383e-01 -6.0417e-01 +3.3090e+00 +1.2073e+00 +1.5149e+00 +4.7205e-01 +1.5692e+00 +5.0875e-01
% function evaluation | noise-free fitness - Fopt (-1.297300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.538654484e+08 +9.538654484e+08 +9.538653186e+08 +9.538653186e+08 +2.6897e-01 -4.7293e+00 -3.9609e+00 -7.8392e-02 +4.7053e+00 -3.9910e-01 +4.1868e+00 -4.8552e+00 -5.9753e-01 +3.8454e+00 +1.3490e-01 +8.2577e-01 -1.0654e+00 +2.9295e+00 +2.5652e+00 +9.1739e-01 +3.3639e-01 +1.4645e+00 -2.0407e+00 -3.0033e-01
7 +3.694504609e+08 +3.694504609e+08 +3.694503312e+08 +3.694503312e+08 +2.0063e+00 +2.2419e+00 +2.1631e+00 +9.8022e-02 +2.8079e+00 -3.2694e-01 -3.1237e+00 -1.1292e+00 -4.4263e+00 -1.9904e+00 +1.3445e+00 -4.7403e+00 +1.8066e+00 -1.4255e+00 +2.6086e+00 +1.0957e-01 -3.2412e+00 -2.6232e+00 -1.6961e+00 +2.5672e+00
37 +2.037819987e+08 +2.037819987e+08 +2.037818690e+08 +2.037818690e+08 +4.0840e-01 -2.3859e+00 +4.6054e+00 +4.5153e+00 -2.1101e+00 +8.9784e-01 -4.3312e+00 -3.2788e+00 +7.7424e-01 +8.7568e-01 -1.1029e+00 -3.3022e+00 -2.4295e+00 -9.2679e-01 +2.4686e+00 +2.2853e+00 +4.6031e+00 -1.1177e+00 -1.9542e+00 -3.1055e+00
141 +1.166213538e+08 +1.166213538e+08 +1.166212240e+08 +1.166212240e+08 +1.8937e+00 -3.0041e+00 +7.7160e-01 +3.7399e+00 -1.0935e+00 +1.9204e+00 -2.0695e+00 -4.0106e-01 +2.4549e+00 -4.2687e+00 -3.6576e+00 +1.7936e+00 -5.2282e-01 -3.5695e+00 +4.3963e+00 +2.2714e+00 +3.7038e+00 +2.2093e+00 -3.7732e+00 -3.5588e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.850185016e+08 +1.850185016e+08 +1.850195016e+08 +1.850195016e+08 +2.1737e+00 +3.2022e+00 -2.4953e+00 +3.3473e-01 -4.9059e+00 -1.8670e+00 +4.3712e+00 -4.9333e+00 -2.6103e-01 +2.5871e+00 +4.5341e+00 +1.3164e+00 +2.4102e+00 -1.9704e+00 +4.7585e+00 -4.2365e-01 +3.5260e+00 -2.6336e+00 +3.9764e+00 -3.4497e+00
175 +1.332903719e+08 +1.332903719e+08 +1.332913719e+08 +1.332913719e+08 -3.2922e+00 +1.9389e+00 -2.6842e+00 +2.2199e-01 -3.4214e+00 -6.3431e-01 +5.9084e-01 +4.0642e+00 -1.7247e+00 +4.2819e+00 +1.1028e+00 +9.1251e-01 +2.1009e+00 -3.2231e+00 +9.7733e-01 +1.5860e-01 +4.6262e+00 -9.2279e-01 +4.1976e+00 +4.0407e+00
% function evaluation | noise-free fitness - Fopt (-1.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.286427237e+08 +9.286427237e+08 +9.286426085e+08 +9.286426085e+08 +2.8879e+00 +4.6753e+00 +4.9848e+00 +1.1324e+00 -4.2609e+00 +3.0191e+00 +9.4485e-02 -4.1489e-01 -2.4668e+00 +4.5966e+00 -9.9229e-01 +3.5768e+00 -4.7446e+00 -3.7513e+00 +4.3824e+00 +2.1374e+00 +8.0821e-01 +2.0140e+00 -1.1028e+00 +4.9974e+00
2 +4.086881748e+08 +4.086881748e+08 +4.086880596e+08 +4.086880596e+08 -3.4261e-01 +2.3037e+00 -1.4530e+00 +3.2687e+00 -2.0925e+00 +3.8078e+00 -1.8498e+00 +3.6805e+00 -4.3271e+00 +2.7613e+00 +9.7902e-01 -4.1553e+00 +2.6514e+00 -4.6624e+00 -3.3543e+00 -3.0138e+00 -4.0281e+00 -1.6996e+00 -3.9396e+00 -4.8600e+00
3 +3.276233648e+08 +3.276233648e+08 +3.276232496e+08 +3.276232496e+08 +2.5322e+00 -2.4979e+00 +9.4204e-01 +1.2028e+00 -2.7733e+00 +4.3993e+00 -4.5139e+00 +7.6288e-01 -1.4285e+00 +2.3518e+00 +2.7711e+00 -1.8189e+00 -2.5549e+00 -2.3462e+00 +3.7795e+00 +2.7102e+00 +2.9916e+00 -1.0157e-01 +4.5007e+00 -2.0038e+00
27 +2.197744568e+08 +2.197744568e+08 +2.197743416e+08 +2.197743416e+08 +4.6631e-01 -1.2171e-02 +4.0004e+00 -3.1326e+00 -2.4832e+00 +3.9894e+00 -4.3937e+00 -3.7224e+00 +1.7029e+00 +2.4092e-01 -2.1770e+00 +8.5973e-01 -1.2153e-01 -2.6926e+00 +4.9370e+00 -2.0494e+00 -2.9867e+00 -2.6119e-01 -1.2278e+00 -3.0277e+00
1060 +1.557648422e+08 +1.557648422e+08 +1.557647270e+08 +1.557647270e+08 -2.6075e+00 -2.1890e+00 -3.9781e+00 -2.1879e+00 +6.2506e-01 -6.2500e-01 +2.6799e+00 +1.2500e+00 -3.2973e+00 -3.7193e+00 -4.5354e+00 -1.2500e+00 +4.2986e+00 -1.2500e+00 -6.2500e-01 +3.1266e+00 -3.3926e+00 -4.6659e+00 +6.2500e-01 -3.5243e+00
% function evaluation | noise-free fitness - Fopt (2.616400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.102590995e+09 +1.102590995e+09 +1.102591256e+09 +1.102591256e+09 -4.6131e+00 +3.2069e+00 -3.2152e+00 -4.6179e+00 +2.8587e+00 +3.0097e+00 +4.0764e+00 -7.1641e-01 +4.5519e+00 -4.3541e+00 +1.8178e+00 -2.6256e+00 +3.2741e+00 -4.0985e+00 -4.2491e+00 +8.9197e-01 -5.4415e-01 -2.2875e-02 +1.3742e+00 -2.8270e+00
2 +7.386739727e+08 +7.386739727e+08 +7.386742343e+08 +7.386742343e+08 +4.4510e+00 -1.2355e+00 -4.7400e+00 -3.0757e+00 -4.4791e+00 -3.5211e+00 -4.0965e+00 +1.7472e+00 +1.0581e+00 +1.1690e+00 +7.2918e-01 -1.6430e+00 +4.8192e+00 +2.1699e+00 +3.1888e+00 -6.8135e-01 +1.6341e+00 +7.0183e-01 +2.7668e+00 -2.7522e+00
4 +4.847062154e+08 +4.847062154e+08 +4.847064770e+08 +4.847064770e+08 -1.9591e+00 -2.2234e+00 -1.5014e+00 -4.7373e-01 +4.8191e+00 -6.0629e-01 -3.1705e+00 +4.8456e+00 +1.9590e+00 -9.7056e-01 +5.4974e-01 -3.7176e+00 -1.8665e+00 +9.9275e-01 +1.2585e+00 -3.6127e-01 +3.5267e+00 -3.2040e+00 +1.4443e+00 +4.4362e+00
6 +3.404306809e+08 +3.404306809e+08 +3.404309426e+08 +3.404309426e+08 -3.3183e-01 -2.2771e+00 -3.3481e+00 -3.6360e+00 +1.3810e+00 -2.0498e+00 +1.4745e+00 +2.7773e-01 -2.8203e+00 +3.9773e+00 +7.0413e-01 -2.9692e+00 -3.3088e+00 +3.6032e+00 -4.4186e+00 -1.5884e+00 +1.9904e+00 +4.1810e-01 +4.1199e+00 -3.6675e+00
15 +2.040638576e+08 +2.040638576e+08 +2.040641192e+08 +2.040641192e+08 +5.9871e-01 +2.9282e+00 -7.6514e-02 -4.2567e+00 -1.9251e+00 -1.1030e+00 -2.9407e+00 +2.8506e+00 +1.0445e+00 -8.8535e-01 -3.3177e+00 -8.3283e-01 -1.9531e+00 +3.6122e+00 +1.1203e+00 -2.9492e+00 -2.8390e+00 -1.5416e+00 -1.9314e+00 +1.9060e+00
18 +1.323969110e+08 +1.323969110e+08 +1.323971727e+08 +1.323971727e+08 +1.5472e+00 +2.2963e+00 -8.5874e-01 -3.9727e-01 -1.5217e+00 +2.0561e+00 -3.6739e+00 -4.7579e+00 +1.4798e+00 +3.0522e+00 +1.0460e+00 -8.1742e-01 -4.7744e+00 -4.6281e-01 +1.4304e+00 -2.3495e-01 -3.9672e+00 -8.7783e-01 -1.5522e+00 +6.1446e-01
912 +6.519757661e+07 +6.519757661e+07 +6.519783825e+07 +6.519783825e+07 +5.0000e+00 +1.1190e-308 +0.0000e+00 +2.4358e+00 -1.2222e+00 +2.8743e+00 -2.4011e-309 +2.7367e-308 -1.2158e-308 -1.6022e-308 -4.1201e+00 -3.2577e+00 +2.9618e-309 +1.4148e-01 +2.0013e+00 -5.6802e-02 -4.7080e+00 +5.0000e+00 -2.7425e-308 +2.2557e+00
1108 +5.475495289e+07 +5.475495289e+07 +5.475521453e+07 +5.475521453e+07 +3.0253e+00 +1.1190e-308 +1.5486e-307 +2.4358e+00 -1.2222e+00 +2.8744e+00 -2.4011e-309 +2.7367e-308 -1.2158e-308 -1.6022e-308 -4.1201e+00 -3.2577e+00 +2.9618e-309 +1.4124e-01 +2.0013e+00 -5.6802e-02 -4.7080e+00 +5.0000e+00 -2.7381e-308 +2.2557e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.753520737e+09 +2.753520737e+09 +2.753521737e+09 +2.753521737e+09 +1.7630e+00 -1.0371e+00 +4.6188e+00 -4.0177e+00 -2.6878e+00 -3.8130e+00 -9.9186e-01 -1.6362e+00 -2.5458e+00 +3.5048e+00 -4.0230e+00 +3.7598e+00 -6.6479e-01 -4.8440e+00 +9.4768e-01 +3.8771e+00 -9.6273e-01 -4.6688e+00 -2.3304e+00 -3.1340e+00
2 +1.416402601e+09 +1.416402601e+09 +1.416403601e+09 +1.416403601e+09 +3.4260e+00 -1.5860e+00 +3.4744e+00 +2.3101e+00 -4.4803e+00 +9.1773e-01 +1.3135e+00 -5.2955e-01 -3.7746e+00 -2.4233e+00 +4.1677e+00 -5.2992e-01 -3.0405e+00 -2.4363e+00 +2.3623e+00 -3.8320e+00 +1.0982e+00 -4.5822e+00 +3.8701e+00 -2.0656e+00
4 +6.075751411e+08 +6.075751411e+08 +6.075761411e+08 +6.075761411e+08 +4.4811e+00 +4.5870e+00 -1.8961e+00 +1.4030e+00 +4.3484e-01 +1.9964e+00 -1.6647e+00 +4.2182e-01 +7.6286e-01 -2.1469e+00 +4.3835e+00 +4.4730e+00 +4.6749e+00 +1.2031e-01 -2.9848e+00 -1.7583e+00 +1.2629e+00 -4.0358e+00 -2.4598e+00 -3.7893e+00
5 +3.189822747e+08 +3.189822747e+08 +3.189832747e+08 +3.189832747e+08 +2.2327e+00 +4.5452e+00 -6.2556e-02 +3.1466e+00 +2.8021e+00 -3.8988e+00 -7.5374e-01 -2.0545e+00 +1.2499e+00 +4.3064e+00 -1.2258e+00 -1.5075e+00 +4.4975e+00 +2.8212e+00 +1.5182e+00 +1.2997e+00 +2.0368e+00 -3.6531e+00 +2.7784e+00 +1.8764e-01
14 +2.432188365e+08 +2.432188365e+08 +2.432198365e+08 +2.432198365e+08 -2.3382e+00 +4.0302e+00 -3.0009e+00 -1.5579e+00 +6.4395e-01 -3.9437e+00 +4.6677e+00 +4.2571e+00 -7.1017e-01 +4.7178e+00 -4.7406e-01 +3.8484e+00 -1.2896e+00 -4.4631e+00 +7.9456e-01 -3.0022e+00 -6.3155e-01 +2.5287e+00 +2.6538e+00 -2.8575e+00
% function evaluation | noise-free fitness - Fopt (1.737000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.703585651e+09 +5.703585651e+09 +5.703585668e+09 +5.703585668e+09 +2.9174e+00 +2.4947e+00 -4.9114e+00 -4.3930e+00 +3.2937e-01 +8.9212e-01 +5.2151e-01 -3.4570e+00 -2.0962e-01 -3.4526e+00 +3.5963e+00 +2.7577e+00 -1.2823e+00 -4.5370e+00 -2.0050e+00 +2.7141e+00 -2.1104e-01 +2.6294e-01 -4.5111e-01 -2.3095e+00
2 +2.832300186e+08 +2.832300186e+08 +2.832300360e+08 +2.832300360e+08 -6.8534e-01 -2.3523e+00 +1.0448e+00 -7.0206e-01 +2.5998e+00 +9.0011e-01 +4.7735e+00 -1.6930e+00 +1.8202e+00 -2.3088e+00 +7.9379e-01 +4.5554e+00 +3.1937e+00 +2.5901e+00 -2.6052e+00 -1.3658e+00 +1.2380e+00 +2.7031e+00 +9.3397e-01 +6.3587e-01
110 +2.165064082e+08 +2.165064082e+08 +2.165064256e+08 +2.165064256e+08 -2.1809e+00 -4.4629e-02 +3.8244e+00 +3.0781e+00 +3.4753e+00 -4.5720e+00 +1.0658e+00 +2.3007e+00 -3.8567e+00 -2.3403e+00 +1.2369e+00 +3.1297e+00 +1.6294e+00 +2.6389e+00 -1.6233e+00 +3.5379e+00 +2.7946e+00 +2.5453e+00 -3.1182e+00 +4.2062e+00
% function evaluation | noise-free fitness - Fopt (1.541700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.210714076e+10 +3.210714076e+10 +3.210714092e+10 +3.210714092e+10 -3.4308e+00 -4.6594e+00 -3.2784e+00 +6.5568e-01 -4.9462e+00 +1.3124e+00 -3.2949e+00 -4.2253e+00 +3.6104e+00 -4.3342e-01 +6.2472e-01 +4.2056e+00 -2.9411e+00 -3.4216e+00 +4.4963e-01 -4.8544e+00 -1.2431e-01 -3.5497e+00 +4.0284e+00 -2.7376e+00
2 +1.242518496e+10 +1.242518496e+10 +1.242518511e+10 +1.242518511e+10 -1.5704e+00 -4.9632e+00 +4.5375e+00 -4.0220e+00 -3.9923e+00 +7.5724e-02 +1.3174e+00 +2.0761e+00 +1.9452e+00 -4.5111e+00 -3.7666e+00 -3.0076e-01 +3.7561e+00 +8.4388e-03 +2.3964e+00 +6.3755e-01 -3.8850e+00 +3.8945e+00 +4.3741e+00 +3.6119e+00
3 +7.447856165e+09 +7.447856165e+09 +7.447856319e+09 +7.447856319e+09 +4.5704e+00 -4.8507e+00 -2.6207e+00 -2.1338e+00 -3.9119e+00 +1.4012e+00 +9.1891e-02 -7.8622e-01 -1.3634e+00 -5.0848e-01 +1.7493e+00 +9.6872e-01 +4.9766e+00 +4.7754e+00 +4.4479e+00 -4.2224e-01 -8.2745e-01 +3.6170e+00 -4.1383e+00 -2.2696e+00
4 +5.883616832e+09 +5.883616832e+09 +5.883616986e+09 +5.883616986e+09 -3.1041e+00 -3.6715e+00 +1.9816e+00 +2.2207e+00 -1.9827e+00 -2.0278e+00 +4.6499e+00 -4.2133e-01 +4.4904e+00 -1.6648e+00 -2.9257e+00 +1.8772e+00 +3.4217e+00 -3.8976e+00 +6.4297e-01 -1.8197e+00 -1.9798e-01 +5.7325e-01 +3.7421e+00 -5.0149e-01
