% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1001 +1.487672373e+03 +1.487672373e+03 +2.419662373e+03 +2.419662373e+03 +4.4798e+00 -3.5802e+00 -1.2882e+00 -3.5078e-02 +1.4522e-308 +0.0000e+00 +1.6910e-308 -5.1599e-01 +8.4635e-309 +4.1946e+00 +5.0000e+00 +0.0000e+00 +1.2413e+00 -2.2505e+00 +3.8127e+00 +0.0000e+00 -4.4216e+00 +0.0000e+00 +1.8864e+00 -2.0326e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.110128349e+03 +4.110128349e+03 +4.223438349e+03 +4.223438349e+03 +3.2893e+00 -4.4536e+00 -4.9323e+00 -3.9487e+00 -4.3890e+00 +2.6027e+00 +1.3866e+00 +2.5455e+00 +1.9276e+00 +2.0548e-01 +4.8232e+00 +2.3599e+00 -4.3875e+00 -1.9802e+00 -8.0986e-02 -2.6706e+00 -4.0069e+00 -4.2070e+00 -1.0049e+00 +6.5759e-01
2 +3.742678633e+03 +3.742678633e+03 +3.855988633e+03 +3.855988633e+03 -3.0614e+00 -4.5423e+00 -3.5873e+00 -3.3658e+00 -1.6084e+00 -3.7872e+00 -7.7075e-01 +4.3287e-01 -2.4815e+00 -3.4330e+00 -9.3503e-02 -3.3214e-01 +6.9085e-01 -8.1741e-01 +4.1035e+00 +1.3976e+00 +3.3352e+00 +2.6046e+00 +4.3594e+00 +3.9326e+00
14 +2.408589567e+03 +2.408589567e+03 +2.521899567e+03 +2.521899567e+03 +4.6322e+00 +4.9863e+00 -1.5088e+00 -3.0504e+00 +2.3564e+00 +3.0714e-01 +3.2668e+00 +2.6514e+00 +4.7821e+00 +1.4286e+00 -2.2634e+00 -2.4673e+00 -9.1947e-01 -4.0986e+00 -1.0866e+00 -3.0313e+00 +3.2432e+00 +2.0602e+00 -3.7193e+00 +1.7012e+00
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.859175850e+03 +2.859175850e+03 +2.763985850e+03 +2.763985850e+03 +1.8212e+00 -3.8510e+00 +2.1010e+00 -3.6774e+00 +2.9777e+00 -7.9667e-01 -3.4172e+00 +1.5871e+00 +1.9486e+00 +2.9349e+00 +2.8280e+00 -1.1216e+00 +3.0140e+00 +1.0444e+00 -2.1557e+00 -3.3548e+00 +2.1540e+00 -6.7337e-01 +1.1396e+00 +2.1287e+00
20 +2.161364750e+03 +2.161364750e+03 +2.066174750e+03 +2.066174750e+03 +2.6906e-01 -1.9003e+00 +5.6843e-01 +3.8298e+00 -1.4449e+00 +3.9140e+00 -4.6071e+00 -4.6758e+00 -3.8892e+00 +1.2586e+00 +2.3401e+00 +2.2852e+00 -7.8440e-02 -1.6552e+00 -3.4774e+00 +9.2967e-03 -4.6351e+00 -4.2160e-01 +1.9059e+00 -4.8625e+00
% function evaluation | noise-free fitness - Fopt (-7.663000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.848017146e+03 +2.848017146e+03 +2.771387146e+03 +2.771387146e+03 +2.4769e+00 -2.6359e+00 +3.2881e+00 -3.0607e+00 -1.0537e+00 -1.9169e+00 +1.4498e+00 -2.3426e-01 -4.2260e+00 +2.7709e+00 -1.9227e+00 +1.5032e+00 -3.1817e+00 +2.0469e+00 +4.0163e+00 -4.0357e+00 -6.5486e-01 +3.5322e+00 -1.8891e+00 +2.3453e+00
41 +2.454302614e+03 +2.454302614e+03 +2.377672614e+03 +2.377672614e+03 -4.3055e+00 -2.1630e+00 +9.5776e-01 -1.7598e+00 -2.3593e+00 -3.5742e+00 -3.4640e+00 +1.3644e-01 +2.1511e+00 -2.7242e+00 -4.5572e-01 +3.1894e+00 -1.0359e+00 +2.0891e+00 -4.2839e-01 +1.0397e+00 -1.9451e+00 +4.3070e+00 -2.0833e+00 +4.8510e+00
% function evaluation | noise-free fitness - Fopt (1.152600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.495584206e+03 +3.495584206e+03 +3.610844206e+03 +3.610844206e+03 +2.0325e+00 -1.5279e-01 +2.7329e+00 +2.1203e+00 -2.5624e+00 -3.5579e+00 -4.1440e+00 +2.2881e-01 -3.9759e+00 -4.3184e+00 +1.9600e+00 -4.6464e+00 -1.1202e+00 -8.7669e-01 +2.4494e-01 +3.8052e+00 -2.7841e+00 +1.4769e+00 -2.5983e+00 +2.6593e+00
8 +1.764627422e+03 +1.764627422e+03 +1.879887422e+03 +1.879887422e+03 -3.7660e-01 -3.9601e+00 -1.2425e+00 +2.1081e+00 -2.1052e+00 -1.6344e+00 -1.6336e-01 +2.1060e+00 -2.7992e+00 +4.8477e+00 -1.3048e+00 -2.2735e+00 -4.0977e+00 -2.9744e+00 -1.7956e+00 +2.7499e+00 +1.8438e+00 -4.9969e+00 +3.4067e+00 +2.5521e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.317557655e+03 +3.317557655e+03 +3.317457655e+03 +3.317457655e+03 +8.0743e-01 -1.8019e+00 +1.1740e+00 -1.0634e+00 +3.5009e+00 -1.0382e+00 -1.3193e+00 -3.7260e+00 -6.2720e-01 +4.7317e-01 +1.3555e+00 -2.5669e+00 -4.7124e+00 +2.5111e+00 -4.6868e+00 +2.6420e+00 +4.2815e+00 +3.4565e+00 +4.7408e+00 +4.9669e+00
24 +2.503324881e+03 +2.503324881e+03 +2.503224881e+03 +2.503224881e+03 +3.5693e+00 +8.3803e-01 +1.8808e+00 +1.2149e+00 +1.8133e+00 +6.8509e-01 +4.3171e+00 +4.1815e+00 -2.0634e+00 -6.4655e-01 +2.2261e+00 +2.8073e+00 -1.6207e+00 +2.0512e+00 -3.9574e+00 +1.5833e+00 +3.7726e-01 -2.5794e+00 -3.8413e+00 +3.7705e+00
% function evaluation | noise-free fitness - Fopt (-1.502400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.010407060e+03 +4.010407060e+03 +3.860167060e+03 +3.860167060e+03 -4.8040e+00 -3.7747e+00 +2.8349e-01 +9.9727e-01 +3.8367e+00 +1.5426e-01 -2.9784e+00 -4.7844e+00 +1.8529e+00 -2.4593e+00 -2.4666e-01 -4.2800e+00 +3.1303e+00 -4.8604e+00 +2.2973e+00 -3.7029e+00 +4.6621e+00 -4.2064e+00 -4.1500e+00 +1.1640e-01
2 +2.426415475e+03 +2.426415475e+03 +2.276175475e+03 +2.276175475e+03 -1.0952e+00 -3.8896e+00 +2.7030e+00 -1.9071e+00 -3.4497e+00 -3.4868e+00 +2.9413e+00 +1.5489e+00 -3.3112e+00 +3.2717e+00 -3.0093e+00 -1.4701e+00 +1.9319e+00 +1.5023e+00 -2.2374e+00 -1.4521e+00 +1.2593e+00 -4.2491e+00 -1.3071e+00 -3.5688e+00
% function evaluation | noise-free fitness - Fopt (7.470000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.793508207e+03 +3.793508207e+03 +3.868208207e+03 +3.868208207e+03 -4.6577e+00 +2.3318e+00 +5.2331e-01 -3.3357e+00 -2.0377e+00 +1.1885e+00 +3.0350e+00 -1.7498e+00 +1.8015e+00 -3.3590e+00 -1.1959e+00 +2.8774e+00 +3.5992e+00 +1.8079e+00 +3.2586e+00 -2.7854e+00 -4.1557e+00 -6.6170e-01 +2.2388e+00 +9.0162e-01
32 +2.140350814e+03 +2.140350814e+03 +2.215050814e+03 +2.215050814e+03 +2.8434e+00 +1.9810e-01 +9.4777e-01 -3.5950e+00 +9.5434e-01 -9.0011e-02 -1.2716e-01 -9.0302e-01 -2.9126e+00 -3.4002e+00 -1.0470e+00 -5.7961e-02 -1.4082e+00 -1.2601e+00 +4.7107e+00 -5.1219e-01 +3.3753e+00 +2.9265e+00 -2.1489e+00 -6.3879e-01
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.302410880e+03 +3.302410880e+03 +3.217630880e+03 +3.217630880e+03 +3.4579e+00 -9.1549e-01 -2.9002e+00 +1.9975e+00 -2.2578e+00 -4.5909e+00 -3.5053e+00 -3.0917e+00 -3.3750e+00 +2.6504e+00 +3.5642e+00 -2.0998e+00 +2.5823e+00 -4.5768e+00 -4.1326e+00 +3.5772e+00 -3.5619e+00 +3.1536e+00 -4.2511e+00 +3.6143e+00
7 +2.383540052e+03 +2.383540052e+03 +2.298760052e+03 +2.298760052e+03 -3.4497e+00 +1.3669e+00 -3.4149e+00 -1.2499e-01 +8.1968e-01 +1.6147e+00 -8.8421e-01 +2.2633e+00 -3.1662e+00 -1.1668e+00 +3.1077e+00 +5.3992e-01 -5.8483e-01 +3.0050e+00 +2.8528e+00 -1.3511e+00 +7.4265e-02 -6.8849e-01 +2.2043e+00 -2.9275e+00
56 +1.413456608e+03 +1.413456608e+03 +1.328676608e+03 +1.328676608e+03 +3.6248e+00 +4.7322e+00 +6.1207e-01 -1.4142e+00 -1.5799e+00 +1.9965e+00 -1.7937e+00 -1.6830e+00 -2.4412e+00 -8.3044e-01 -6.3190e-01 -4.7906e+00 -2.2220e+00 -1.4188e+00 -8.0638e-01 +4.5372e+00 -1.4623e+00 +1.5930e-01 -8.7393e-01 -1.4602e+00
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.224014558e+03 +3.224014558e+03 +3.386064558e+03 +3.386064558e+03 -4.2527e+00 +2.9628e+00 -2.0171e+00 +1.7978e+00 +8.8165e-01 +1.2941e+00 +4.5127e-01 -9.6680e-02 -1.6415e+00 -1.3199e+00 -8.8264e-01 -1.6294e+00 -1.4222e+00 -2.7182e+00 +1.3614e+00 +2.6923e+00 -3.7463e+00 +4.4561e+00 +1.6999e+00 +4.9703e+00
11 +1.540478328e+03 +1.540478328e+03 +1.702528328e+03 +1.702528328e+03 +3.4585e+00 -3.5449e+00 +8.3858e-01 +3.0797e+00 +1.8872e+00 -3.4054e+00 -2.5156e+00 +2.5762e+00 -4.9917e-01 -6.5549e-01 +9.1325e-01 -3.2698e+00 +4.8415e+00 -2.7443e+00 +4.5644e+00 +4.2586e+00 +1.0794e+00 +1.6215e+00 -2.2967e+00 -1.8835e+00
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.065751127e+03 +4.065751127e+03 +4.030261127e+03 +4.030261127e+03 +4.2032e+00 -3.3953e+00 -3.5601e+00 +4.0736e+00 -2.5096e+00 +1.2342e+00 +3.8732e+00 +4.1638e+00 -3.8683e+00 -1.7537e-01 -2.0080e+00 +1.0735e+00 +1.6991e+00 -1.7372e+00 -4.8647e+00 -2.3845e+00 +4.6200e+00 +4.7786e+00 -2.4664e+00 -1.1775e+00
2 +3.397241278e+03 +3.397241278e+03 +3.361751278e+03 +3.361751278e+03 +9.0785e-02 -2.2477e+00 -1.2144e-01 +2.1858e+00 +2.5179e+00 +1.8674e-01 -3.0316e+00 -4.6355e+00 -3.6796e+00 +4.4062e+00 -2.4897e+00 -2.0346e+00 +2.5644e+00 +3.7737e+00 -2.7253e+00 +3.9633e+00 -3.7726e+00 -2.4403e+00 -3.0402e+00 -1.6987e+00
30 +2.488250853e+03 +2.488250853e+03 +2.452760853e+03 +2.452760853e+03 -4.6641e+00 -1.8319e+00 +4.8907e+00 -4.6277e+00 +3.4846e+00 +2.5197e+00 +1.2387e+00 -1.7706e+00 +2.0563e+00 +1.0948e+00 -2.4523e+00 -1.7186e-01 +3.0293e+00 +1.4234e+00 +2.9302e+00 +8.8929e-01 +3.5665e+00 -4.9036e+00 +3.6947e+00 -4.4027e-02
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.552691727e+03 +2.552691727e+03 +2.728891727e+03 +2.728891727e+03 -2.1855e+00 +1.1287e+00 +4.3028e+00 +3.1423e+00 +1.4169e+00 +3.9602e+00 +4.1580e+00 -1.0462e+00 -2.9479e+00 -3.5484e+00 -2.4204e+00 +8.0321e-01 -2.2479e+00 +4.7565e+00 +5.7625e-01 -1.5326e+00 -3.0348e+00 -3.4520e-01 +2.4450e+00 +8.3722e-01
7 +2.441041693e+03 +2.441041693e+03 +2.617241693e+03 +2.617241693e+03 -2.3732e+00 +3.4043e+00 -4.1667e+00 -1.7275e+00 +4.7636e+00 +3.0426e-01 -1.4247e+00 +1.8309e+00 -4.6301e-01 -1.0783e+00 -2.5285e+00 +2.8620e+00 -3.2284e-01 +1.8519e-01 +6.9965e-01 -4.0129e+00 -1.0565e+00 -4.3901e-01 +2.9023e+00 -4.2494e+00
