% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
140 +2.320290457e+04 +2.320290457e+04 +2.341128457e+04 +2.341128457e+04 +1.8465e+00 +4.2533e+00 +4.5349e+00 -4.0031e+00 -2.3746e+00 +3.7684e+00 -3.4175e+00 +2.2291e+00 -2.2679e+00 +1.3542e+00 -1.2403e+00 -2.6782e-01 -2.2608e+00 -2.3443e+00 +1.4143e+00 -1.8802e+00 +1.2899e+00 +2.4693e+00 -5.3079e-01 +4.0115e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.454294257e+05 +1.454294257e+05 +1.452844657e+05 +1.452844657e+05 -2.4163e+00 +2.1377e+00 -4.1862e+00 +2.7442e+00 -3.6687e+00 +1.9305e+00 +4.3050e+00 +1.6079e+00 +4.7653e+00 -2.5632e-01 +1.2268e+00 +3.0551e+00 -1.4053e+00 +4.6630e+00 -3.0065e-01 +4.5876e+00 +3.3312e+00 -7.6932e-01 +3.4421e+00 +3.8509e+00
15 +8.402963369e+04 +8.402963369e+04 +8.388467369e+04 +8.388467369e+04 +1.1476e+00 -2.7688e+00 +2.5305e+00 -2.5600e+00 +3.1450e+00 +2.8418e+00 -4.3178e+00 +1.8789e+00 +2.0455e+00 +2.1420e+00 +4.0361e+00 -1.8666e+00 +6.6742e-01 -5.5752e-01 +1.6834e+00 -4.3214e+00 -3.4365e+00 -1.2169e+00 -2.1589e-01 -4.5206e+00
47 +4.756564144e+04 +4.756564144e+04 +4.742068144e+04 +4.742068144e+04 +4.4362e+00 -1.2947e+00 -4.2410e+00 +1.5696e+00 +9.4314e-01 -2.4450e+00 -4.2538e+00 +4.5868e+00 -2.2283e+00 -1.3320e+00 +2.2751e+00 +2.1074e+00 +3.0061e+00 -2.4116e-01 +8.3560e-01 +3.9914e+00 +1.3954e+00 +2.2905e-01 +4.9138e+00 -1.5458e+00
77 +3.829885343e+04 +3.829885343e+04 +3.815389343e+04 +3.815389343e+04 +3.8619e+00 -3.5709e+00 +4.7859e+00 -1.2240e+00 +2.7173e+00 +5.2933e-01 -3.2530e+00 +1.3157e-01 -6.4551e-01 +1.6953e+00 +5.5605e-01 +1.5824e+00 +2.4084e+00 -1.2790e+00 +2.6273e+00 -1.7801e+00 -4.0360e+00 -6.9442e-01 +3.7022e+00 +1.6908e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.016394267e+05 +2.016394267e+05 +2.016331267e+05 +2.016331267e+05 +2.3753e-01 -2.8572e+00 +1.6705e+00 +2.0216e+00 +2.6665e+00 +3.2373e-01 -1.2788e+00 +1.1424e+00 +4.1123e-01 -3.4177e+00 -3.7296e+00 -4.1242e+00 +2.0496e+00 -4.8006e+00 +1.0260e-01 -1.0943e+00 +1.6703e+00 +1.5806e+00 -4.5600e+00 +1.2664e+00
2 +1.026175845e+05 +1.026175845e+05 +1.026112845e+05 +1.026112845e+05 +1.2602e+00 +1.8663e+00 +1.9599e+00 -3.1460e+00 +1.5111e+00 +4.6796e+00 +2.4828e+00 -1.4435e+00 +2.0824e+00 +8.4610e-01 +1.8762e+00 +4.5822e+00 +2.6642e+00 -2.9368e+00 +2.8378e-01 +4.7249e+00 -1.0365e+00 -3.1482e+00 -4.0853e+00 -2.9794e+00
19 +9.848310975e+04 +9.848310975e+04 +9.847680975e+04 +9.847680975e+04 +2.0503e+00 -3.9766e+00 +4.8222e+00 -4.8520e+00 +1.6573e+00 +4.0214e+00 -8.5693e-01 -4.4470e+00 -4.8219e-01 +2.5319e+00 +2.0580e+00 -1.9358e+00 +3.6685e+00 +5.8681e-02 -3.4149e+00 -6.7622e-01 -6.2887e-01 -3.2022e+00 -2.5215e-01 +3.6768e-01
29 +6.140866433e+04 +6.140866433e+04 +6.140236433e+04 +6.140236433e+04 -1.5417e+00 -4.4927e+00 -4.7524e+00 +1.7258e+00 -3.8844e+00 +3.6040e+00 -1.4301e+00 +4.6517e+00 +2.2822e+00 +2.3289e+00 -3.7284e+00 +3.5665e+00 -1.7152e+00 +5.8730e-01 -8.3751e-01 -2.3552e+00 -3.5392e+00 +2.8462e-01 -4.8664e-01 -2.3102e+00
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.674556158e+05 +2.674556158e+05 +2.674518258e+05 +2.674518258e+05 -3.7164e+00 +3.2712e+00 -1.2254e-01 -1.4561e+00 -3.7302e+00 +4.5326e+00 +4.7434e+00 +4.3818e-01 +4.0149e+00 -1.0618e+00 -3.0913e+00 +1.6126e+00 +4.3226e+00 +4.5641e+00 -2.1555e+00 -4.4733e+00 +2.4001e+00 +2.8315e+00 +2.6368e+00 +2.5872e+00
2 +1.922853334e+05 +1.922853334e+05 +1.922815434e+05 +1.922815434e+05 +3.8185e+00 -1.4043e+00 +3.3686e+00 -1.9775e+00 +3.4036e+00 -4.4542e+00 -1.7132e+00 +5.8817e-01 -7.2134e-01 +3.3827e+00 -4.6061e+00 +2.8619e-01 +2.6979e+00 +2.4927e+00 -1.5202e+00 +4.4322e+00 -3.7086e+00 +1.5157e+00 +4.9430e+00 -4.0206e+00
4 +1.544883827e+05 +1.544883827e+05 +1.544845927e+05 +1.544845927e+05 -7.7963e-01 +4.1949e+00 -1.7410e+00 -2.0457e+00 -5.1151e-01 +3.4039e+00 -3.9287e+00 -1.1903e+00 +3.0953e+00 -3.1918e+00 +1.2350e+00 +3.3188e+00 -4.4533e+00 +2.2801e+00 +4.8788e+00 -3.4052e+00 -3.8321e+00 +4.3610e-01 -3.8993e+00 -1.2487e+00
5 +5.605374188e+04 +5.605374188e+04 +5.604995188e+04 +5.604995188e+04 +1.9059e-03 -2.3235e+00 +1.9537e+00 -1.0020e+00 -1.2519e+00 +2.4275e+00 +2.5401e+00 -1.3070e+00 +2.6807e+00 +3.6194e+00 +1.2253e+00 -2.3063e+00 -4.4370e-01 +3.0275e+00 -2.1360e+00 +3.4514e+00 -1.4491e+00 +3.9678e+00 -2.4361e+00 -1.6005e+00
41 +3.798168392e+04 +3.798168392e+04 +3.797789392e+04 +3.797789392e+04 -7.5685e-01 -3.1167e+00 -6.2240e-01 -1.9139e+00 +1.0877e-01 +2.0754e+00 +2.5593e+00 +5.9531e-01 +2.1127e+00 +1.4195e+00 -1.1961e+00 +2.1649e+00 +2.3051e+00 +3.1365e+00 +2.2396e+00 +1.2669e+00 +1.0694e+00 +1.2563e+00 -3.7825e+00 +1.6932e+00
% function evaluation | noise-free fitness - Fopt (-5.675000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.014047285e+05 +2.014047285e+05 +2.013479785e+05 +2.013479785e+05 -2.1542e+00 -7.1804e-01 -4.5877e+00 +3.9570e+00 -1.7469e+00 +4.7997e+00 +2.8919e+00 +3.5385e+00 -4.3425e+00 -1.5878e+00 -4.0083e+00 +3.9976e-01 +9.7139e-01 -2.1475e+00 -4.6427e+00 -3.1944e+00 -2.2069e+00 +1.3274e+00 -3.0488e+00 -4.7518e+00
2 +1.456015794e+05 +1.456015794e+05 +1.455448294e+05 +1.455448294e+05 +3.8413e+00 -4.8938e+00 +3.6577e+00 -4.5989e+00 +2.4606e-01 -2.4038e+00 +4.8011e+00 +4.5844e+00 -1.2172e+00 -1.9147e+00 -1.4236e+00 -3.3920e+00 +3.6752e+00 +1.3874e+00 +1.5590e+00 +2.7537e+00 +1.7534e+00 +4.3097e+00 -1.7827e+00 -1.1037e-01
15 +8.133905718e+04 +8.133905718e+04 +8.128230718e+04 +8.128230718e+04 +6.7500e-01 +1.2181e+00 -9.4822e-01 -3.4083e+00 +3.7649e+00 +3.5251e-01 +2.8076e+00 +3.8463e+00 -2.3429e+00 +7.8857e-01 +7.1919e-01 +4.9648e+00 +2.9984e+00 -4.2909e+00 -5.2705e-01 -3.0278e+00 +9.3145e-01 +6.7517e-01 -4.8338e+00 +8.0105e-01
28 +5.881721565e+04 +5.881721565e+04 +5.876046565e+04 +5.876046565e+04 -3.2432e+00 -1.4005e-01 -3.7963e+00 -3.4693e+00 -3.4938e+00 -1.8855e+00 +3.4405e+00 -9.6259e-02 +2.0427e+00 -1.6010e+00 +1.7912e-01 +6.6533e-01 +2.5847e+00 +3.6969e+00 -2.0229e+00 +5.8833e-01 +9.8172e-01 +2.0567e+00 -6.7660e-01 -3.6176e+00
101 +3.654149786e+04 +3.654149786e+04 +3.648474786e+04 +3.648474786e+04 +4.4965e+00 +4.8364e+00 -2.6126e+00 +6.6039e-01 +1.8201e+00 -3.1402e+00 -2.9335e-01 -2.1476e+00 -1.4166e+00 +4.1569e+00 +1.7934e+00 +2.1450e+00 +3.3007e+00 +1.7804e+00 +2.6858e+00 +1.5530e-02 +2.7270e+00 +1.3174e+00 +2.4826e-01 -7.2876e-01
% function evaluation | noise-free fitness - Fopt (-5.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.786924834e+05 +2.786924834e+05 +2.786326834e+05 +2.786326834e+05 +2.1698e+00 +3.4836e+00 -2.3531e+00 +1.1679e+00 -4.8017e+00 -2.7890e+00 +8.5863e-01 +2.7102e+00 -2.4526e+00 -5.1624e-01 -3.6902e-01 +6.4508e-01 -4.1011e+00 +1.1308e+00 +1.9757e+00 -3.5003e+00 +3.0791e+00 +6.9712e-01 +1.6595e-01 +4.4282e+00
2 +1.589194745e+05 +1.589194745e+05 +1.588596745e+05 +1.588596745e+05 -2.8682e+00 -2.3930e+00 +7.8845e-01 -4.2954e-01 -1.2752e+00 -7.2569e-01 +1.4902e+00 +2.2022e+00 +2.1595e-01 -3.6016e+00 -1.2786e+00 -3.1904e+00 +4.7617e+00 -1.3885e+00 +4.4766e+00 -7.6338e-01 -4.8678e-01 +6.7355e-01 -2.8215e+00 -1.2222e+00
5 +4.569588436e+04 +4.569588436e+04 +4.563608436e+04 +4.563608436e+04 -2.7066e+00 -4.9453e-02 -6.4937e-01 -2.0334e+00 +2.0028e+00 -8.3920e-01 +2.8068e+00 -6.6723e-02 -1.5967e+00 -1.0325e+00 -1.1191e+00 -1.2890e+00 +2.8289e+00 +1.9250e+00 -1.1585e+00 +4.2361e+00 -1.1359e+00 +5.1374e-02 +8.1707e-01 -9.5589e-01
19 +3.192316077e+04 +3.192316077e+04 +3.186336077e+04 +3.186336077e+04 +4.7918e+00 +3.7135e+00 +3.5002e+00 -2.2663e+00 -3.3138e+00 -4.7948e+00 -4.3909e+00 -2.8866e+00 +2.6909e+00 +3.3072e+00 +1.9224e+00 -3.4103e+00 -1.0621e+00 +2.3212e-01 -3.2964e+00 -1.1661e+00 -2.8886e+00 +2.1719e+00 -1.0995e+00 -2.2894e+00
% function evaluation | noise-free fitness - Fopt (1.155700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.736257018e+05 +1.736257018e+05 +1.737412718e+05 +1.737412718e+05 +1.3127e+00 -4.5449e+00 +4.3994e+00 +2.0981e+00 -5.3256e-01 +1.6915e+00 +3.3066e+00 +1.4572e+00 -3.3363e+00 -1.0534e+00 +1.9405e+00 -2.8754e+00 -2.5384e+00 -7.6641e-01 -4.6369e+00 +4.0977e+00 -1.6120e+00 -2.4873e+00 +1.6436e+00 -3.5943e+00
3 +1.243560601e+05 +1.243560601e+05 +1.244716301e+05 +1.244716301e+05 -4.5705e+00 -2.0714e-01 -1.9897e+00 -3.1913e+00 +4.7609e+00 +2.7975e+00 -1.9532e+00 +3.2011e+00 -2.3103e+00 -3.8988e+00 +2.5669e+00 +2.3662e+00 +2.7514e+00 -1.2539e+00 -2.4165e+00 -4.7547e+00 -3.7949e+00 +1.1994e+00 -4.6354e+00 +2.5970e+00
4 +7.582613389e+04 +7.582613389e+04 +7.594170389e+04 +7.594170389e+04 -3.7823e+00 +2.5958e+00 +2.4054e+00 -4.9905e-01 -8.3987e-01 +2.9001e+00 -1.7003e+00 +1.0344e+00 -2.4727e+00 +4.6446e+00 -3.8268e+00 +2.8883e+00 -3.7087e+00 -2.1444e+00 -4.0522e+00 -1.6333e+00 -1.3618e+00 +2.0389e+00 +1.5823e-01 +3.5270e+00
29 +3.565262853e+04 +3.565262853e+04 +3.576819853e+04 +3.576819853e+04 +3.0991e+00 +1.7072e-02 +2.3460e+00 -2.4138e+00 -2.1202e+00 -4.5253e+00 -9.8142e-02 -1.9599e+00 -3.0699e+00 +3.3154e+00 +1.3638e+00 +3.8429e+00 -3.1376e-01 +1.9878e+00 -2.2438e+00 +8.4427e-02 -3.7221e-01 +1.6203e-02 -2.2013e+00 +3.0058e+00
% function evaluation | noise-free fitness - Fopt (-3.912000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.163425087e+05 +1.163425087e+05 +1.163033887e+05 +1.163033887e+05 -1.8916e+00 +4.2495e+00 -2.9499e+00 -2.2371e+00 +5.8453e-01 +8.0239e-01 -4.9447e+00 -2.9788e+00 -6.2445e-01 -4.3492e+00 -2.1733e+00 -8.9492e-01 +4.2445e+00 -3.9058e+00 -2.7048e+00 +1.9574e+00 -1.4723e-01 +1.7949e+00 -3.4329e+00 -2.1107e+00
2 +8.171082891e+04 +8.171082891e+04 +8.167170891e+04 +8.167170891e+04 -9.3023e-01 -4.4322e+00 +4.3481e+00 +2.2342e-01 -1.3746e-01 -1.2149e-02 -3.2681e+00 -1.1470e+00 +2.8066e-01 -1.5993e+00 -4.9662e+00 -3.5435e+00 +2.7288e+00 +2.3446e+00 -2.4801e+00 -2.4485e+00 -1.5153e-02 -3.1205e+00 -4.5399e+00 +1.0501e+00
19 +4.118104121e+04 +4.118104121e+04 +4.114192121e+04 +4.114192121e+04 +3.1546e+00 -1.2755e+00 -1.5692e+00 -2.2179e+00 +2.5309e+00 +2.2974e+00 -7.6683e-01 -4.6924e-01 -9.0771e-01 -1.3732e+00 -3.9045e+00 +7.1055e-01 +3.9079e+00 -4.5462e+00 -1.3426e+00 -1.5720e+00 -9.5217e-01 -1.1241e+00 -4.2066e+00 -6.8703e-01
55 +3.975522756e+04 +3.975522756e+04 +3.971610756e+04 +3.971610756e+04 -1.5958e+00 +4.7314e+00 -3.5321e+00 +9.4355e-01 -3.0978e+00 -3.9094e+00 -1.8016e-01 +8.0909e-02 +2.0928e+00 -1.4205e+00 +1.1733e+00 -2.5644e+00 -3.8404e-01 -8.6603e-01 -1.9095e+00 -2.0613e+00 -1.0151e+00 +2.1127e-01 -3.4673e+00 -1.7729e+00
215 +1.929882966e+04 +1.929882966e+04 +1.925970966e+04 +1.925970966e+04 +5.0000e+00 -1.9696e-308 -1.6280e+00 +0.0000e+00 +3.8204e+00 +5.3050e-315 -2.6289e-308 -1.3901e-308 -9.0771e-01 -2.7488e-308 -2.2246e+00 +2.2234e-01 +0.0000e+00 -2.4348e+00 -1.4480e-308 -1.0495e+00 -1.4368e+00 -1.1241e+00 -4.2066e+00 -4.6209e-309
% function evaluation | noise-free fitness - Fopt (-8.801000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.316102297e+04 +9.316102297e+04 +9.307301297e+04 +9.307301297e+04 -1.0892e+00 -1.9989e-01 +7.1369e-01 -2.4966e-01 +2.2494e+00 +4.5592e+00 +1.3586e+00 -5.3181e-01 -4.7387e-01 -2.0323e+00 -2.5746e+00 -4.1039e+00 -2.7509e+00 +2.5876e+00 -8.8643e-01 +2.2611e+00 -3.3958e-01 +1.5184e+00 +2.4017e+00 +1.7871e+00
71 +4.514308321e+04 +4.514308321e+04 +4.505507321e+04 +4.505507321e+04 -3.0195e+00 +3.2573e+00 +8.4291e-01 +4.5669e+00 +4.1053e+00 -5.2982e-01 -2.3598e+00 -3.0023e+00 +1.0187e+00 +4.0558e+00 +2.2460e+00 +4.7096e-01 -1.6219e+00 +2.4688e+00 +2.6476e+00 +2.9199e+00 -1.9839e+00 +4.2345e+00 +1.8467e+00 +1.1441e+00
% function evaluation | noise-free fitness - Fopt (7.934000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.459378015e+05 +2.459378015e+05 +2.460171415e+05 +2.460171415e+05 +3.2377e+00 -2.2060e+00 -1.2996e+00 +2.7911e+00 -3.1885e+00 -4.0509e+00 -1.7737e+00 +4.5543e+00 +3.6955e+00 +1.9446e+00 +5.5329e-01 -2.6896e+00 -1.9933e+00 +4.1205e+00 -1.5084e-01 -4.6694e+00 +2.2434e+00 +3.0202e+00 -2.8502e+00 -1.5349e+00
4 +1.455792889e+05 +1.455792889e+05 +1.456586289e+05 +1.456586289e+05 +1.3500e+00 -4.3323e+00 +1.1438e-01 +8.4937e-01 +4.7849e+00 -2.1115e+00 -1.5593e+00 +3.0723e+00 +2.9441e+00 -2.4188e-01 -4.7419e+00 +3.0607e-01 +2.6851e+00 +4.3001e+00 -1.1240e+00 +3.5618e+00 -1.0633e+00 +1.2156e+00 -3.1360e-01 -3.3509e+00
17 +1.392349142e+04 +1.392349142e+04 +1.400283142e+04 +1.400283142e+04 -2.5753e-02 +4.8632e+00 -4.5265e+00 -4.1289e+00 -9.3410e-01 -2.0435e+00 -1.6133e+00 +9.8335e-01 +4.3946e+00 -1.5711e-01 +1.1562e+00 +2.5668e+00 +3.2097e+00 +2.5753e+00 -1.4150e-01 +1.3737e+00 -3.4493e-01 +2.9746e+00 +1.1269e+00 +1.0879e+00
% function evaluation | noise-free fitness - Fopt (1.721800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.170549310e+05 +2.170549310e+05 +2.172271110e+05 +2.172271110e+05 -1.2944e+00 +2.4541e+00 +3.0274e+00 +2.1981e+00 +3.7820e-01 -4.3023e+00 -3.3330e+00 +3.9044e+00 -6.9283e-01 -3.8585e-01 -4.3882e+00 -4.5782e+00 -4.8242e+00 +5.1448e-01 -4.4815e+00 +3.8555e+00 +7.5971e-01 +4.4910e+00 -1.6015e+00 -3.6018e+00
5 +6.996047642e+04 +6.996047642e+04 +7.013265642e+04 +7.013265642e+04 +3.8143e+00 -1.2801e+00 +1.0658e+00 -7.1279e-01 +4.5258e+00 -1.4516e+00 +2.4061e+00 +8.4820e-02 -2.9320e+00 +2.4247e-01 +2.3155e+00 -3.6400e+00 +5.2841e-01 +1.6669e+00 -3.6602e+00 -1.0998e+00 -3.7897e-01 +4.1930e+00 +1.3541e-01 +3.4020e-01
17 +5.761218783e+04 +5.761218783e+04 +5.778436783e+04 +5.778436783e+04 -2.0974e+00 +3.4543e+00 -3.1500e+00 -2.8640e-01 -4.7535e+00 -2.7605e+00 +9.5244e-01 +2.4961e+00 -2.7096e+00 +2.9835e+00 +1.9475e+00 -2.2807e+00 -2.6577e+00 -1.5673e+00 +4.0462e+00 -1.8203e+00 -1.4187e+00 -5.1208e-02 -5.1257e-01 -4.7071e+00
272 +2.886504129e+04 +2.886504129e+04 +2.903722129e+04 +2.903722129e+04 -4.0570e+00 -1.6538e-02 -6.4915e-01 -2.7838e+00 -5.0000e+00 -3.6797e+00 -9.4094e-01 +1.2888e+00 -9.5630e-03 -3.1692e-01 -5.0000e+00 -1.8706e-02 -3.3106e+00 +9.5323e-03 +1.8899e+00 -1.0856e+00 +1.7437e-02 -1.2143e-01 +1.3383e+00 -1.2641e+00
% function evaluation | noise-free fitness - Fopt (-3.181900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.490908671e+05 +2.490908671e+05 +2.487726771e+05 +2.487726771e+05 +2.5540e+00 -3.9444e+00 -4.6347e+00 +3.6863e+00 +4.2985e-01 +7.3045e-01 +4.5156e+00 +1.1415e+00 -5.4850e-01 -2.9252e+00 +4.1987e+00 +3.4579e+00 +1.0486e+00 +4.8260e+00 +1.7505e+00 -1.3663e+00 +7.4392e-01 +2.8891e+00 +2.6199e+00 -2.8951e+00
2 +1.101562855e+05 +1.101562855e+05 +1.098380955e+05 +1.098380955e+05 -4.8366e+00 -9.9248e-01 +3.7793e+00 -3.2475e+00 -1.5450e+00 -3.5245e+00 -4.9225e+00 -3.5017e+00 -1.2785e+00 +3.5414e+00 -1.4706e-01 -3.8758e-01 +5.3155e-01 +2.3073e+00 +1.5389e+00 +2.5330e+00 +1.6587e+00 +2.5143e+00 -4.5452e-01 +1.6202e+00
3 +9.822612121e+04 +9.822612121e+04 +9.790793121e+04 +9.790793121e+04 +3.6217e+00 -1.7605e+00 +1.3157e+00 -3.9789e+00 +6.9479e-01 -2.4028e+00 -2.9531e+00 -3.4391e+00 -4.9512e+00 +1.5539e+00 -4.6687e+00 +3.7604e+00 +1.2048e+00 +1.1350e+00 +4.7467e+00 +1.5020e+00 +2.6870e+00 +1.3012e+00 +7.1678e-01 +6.3270e-01
11 +5.547238431e+04 +5.547238431e+04 +5.515419431e+04 +5.515419431e+04 -2.0735e+00 +1.8228e+00 +4.5051e+00 +3.5288e+00 +2.6107e-01 -4.4071e+00 -4.8150e+00 +4.2860e+00 -2.5772e+00 -3.2152e+00 -3.6594e+00 -3.3812e+00 +2.0465e+00 -2.4407e+00 -4.9733e-01 +2.9982e+00 -4.9242e-01 -1.8013e+00 +1.9695e+00 +1.7737e+00
796 +3.561101456e+04 +3.561101456e+04 +3.529282456e+04 +3.529282456e+04 -1.5086e+00 -1.7500e+00 -3.8849e+00 -5.1596e-01 +4.0000e+00 -3.3670e+00 -2.4724e+00 +4.4242e+00 -4.0000e+00 +4.1929e+00 -1.7500e+00 +3.0356e+00 -2.9512e+00 +1.4232e+00 +4.6972e+00 +7.1680e-01 -1.9888e+00 -1.1101e+00 +1.2500e+00 +4.9578e-01
% function evaluation | noise-free fitness - Fopt (-5.276000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.184637254e+05 +2.184637254e+05 +2.184109654e+05 +2.184109654e+05 -2.2474e+00 +2.3268e+00 -3.0620e+00 -3.3504e+00 -1.8359e+00 -2.1301e+00 +3.6496e+00 +4.1108e+00 -2.4295e+00 +1.5420e+00 +4.3466e+00 -4.9171e+00 -2.9788e+00 +4.4273e+00 +2.3522e-01 +2.4883e+00 +1.5830e-01 -8.1912e-01 +4.4144e+00 -4.8502e+00
