% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1167 +6.780877046e+03 +6.780877046e+03 +7.371717046e+03 +7.371717046e+03 -3.0697e+00 -8.0708e-01 +4.7119e+00 +4.9141e+00 +4.8324e+00 +8.2638e-01 +9.3259e-01 +2.4757e+00 +1.5632e+00 -2.7413e-01 -1.1445e+00 +4.4617e+00 -5.1295e-01 +5.2119e-01 +4.3039e+00 +1.5919e+00 -3.6410e+00 -2.9408e-01 +2.3187e+00 +8.5564e-01
1181 +9.360501554e+02 +9.360501554e+02 +1.526890155e+03 +1.526890155e+03 -3.5754e+00 -6.2533e-39 +5.0000e+00 +3.3764e+00 +2.0671e+00 +1.9280e-29 +4.5395e-30 +2.1985e+00 +8.2726e-01 -1.3091e-29 -9.1924e-01 +4.4162e+00 -1.7035e-29 +7.2283e-10 +3.3499e+00 +1.1259e-09 -2.2291e+00 -1.1868e-38 +2.9271e+00 +5.9588e-01
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.933227881e+05 +5.933227881e+05 +5.933099881e+05 +5.933099881e+05 +3.2205e+00 -4.3085e+00 +3.1921e+00 +2.8517e-01 -4.7333e+00 +1.4442e+00 -4.7249e+00 -2.3629e+00 +1.1286e+00 -4.9332e+00 +4.1942e+00 +3.2183e+00 +9.9854e-01 +9.8526e-01 +1.6979e+00 -1.4668e+00 +2.8838e+00 +7.3106e-01 +3.5359e+00 -1.6217e+00
23 +2.896765783e+05 +2.896765783e+05 +2.896637783e+05 +2.896637783e+05 -2.5158e+00 +8.1184e-01 +3.3992e+00 -1.1964e+00 -4.0955e+00 +1.5891e+00 -2.6210e+00 -3.2720e+00 -1.5384e+00 -4.3415e+00 -4.5557e+00 +1.5946e+00 +3.7939e+00 +2.1554e+00 -1.3032e+00 +2.3927e+00 +9.1868e-01 +4.6387e+00 +3.9876e+00 +2.9918e+00
175 +2.461027575e+05 +2.461027575e+05 +2.460899575e+05 +2.460899575e+05 +9.9681e-01 -3.1405e+00 -3.6247e+00 -3.9785e+00 +1.8682e+00 -3.0314e-01 +1.5660e+00 +3.6223e+00 -4.2187e-01 -4.4188e+00 +1.6296e+00 -1.0515e+00 +4.5459e+00 +2.8081e+00 +2.0808e+00 -2.6992e+00 +4.9425e+00 +1.8948e+00 +3.7673e+00 +3.3607e+00
232 +1.420951452e+05 +1.420951452e+05 +1.420823452e+05 +1.420823452e+05 -2.3040e+00 -3.5308e+00 -1.5654e+00 -2.4743e-01 -4.4210e+00 +3.1412e+00 +4.6755e+00 -6.0220e-01 -1.8360e+00 -4.6441e+00 +2.1322e+00 -3.4888e+00 +1.0487e+00 +4.6529e+00 -2.5419e+00 -2.7793e+00 +3.7111e-01 +4.2580e+00 +3.3830e+00 +4.7175e+00
% function evaluation | noise-free fitness - Fopt (-1.061000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.800937477e+05 +9.800937477e+05 +9.800831377e+05 +9.800831377e+05 +2.5526e+00 -1.6235e+00 +3.9094e+00 -4.9551e+00 +1.7606e+00 -2.7792e+00 +4.4291e+00 -2.9170e-01 +2.5889e+00 -3.2559e+00 -4.6898e-01 +8.1668e-01 +3.9926e+00 -5.5603e-01 -3.5524e+00 -3.9840e+00 -5.1552e-01 -3.8159e+00 -1.1627e+00 +3.0780e-01
2 +5.843408897e+05 +5.843408897e+05 +5.843302797e+05 +5.843302797e+05 +3.1717e+00 +1.7225e+00 +2.4421e-01 -4.8407e+00 +2.4434e+00 -8.5045e-01 -3.7422e-01 +4.2828e+00 -2.5850e+00 -2.0056e-01 +3.3440e+00 -4.3800e+00 -3.0655e+00 -1.7591e+00 +2.1372e+00 -2.4770e+00 -2.5614e+00 -1.3136e+00 -7.5784e-01 -1.7605e+00
55 +3.432084952e+05 +3.432084952e+05 +3.431978852e+05 +3.431978852e+05 -1.5744e+00 -4.5860e+00 +2.3175e+00 -2.7158e+00 +7.8326e-02 -3.4529e+00 +3.9238e+00 +1.7501e+00 +2.2194e-01 +4.7897e+00 +1.4387e+00 +9.0743e-02 -3.2210e+00 -4.6859e+00 -4.0394e+00 +4.4316e+00 +1.4398e+00 -1.1126e+00 -1.0848e-01 -1.7625e+00
380 +2.449734278e+05 +2.449734278e+05 +2.449628178e+05 +2.449628178e+05 +2.7430e+00 -3.9299e-01 -1.0149e-01 -3.6554e+00 +2.1607e+00 +1.8284e+00 +2.6623e+00 +4.5851e+00 +4.9453e+00 +4.6715e+00 -2.8387e-01 -7.7079e-01 -3.9632e+00 -3.8947e+00 -4.4202e+00 -2.4744e-02 +3.3617e+00 +1.1636e+00 -3.2697e+00 +1.6273e+00
212 +2.328860399e+05 +2.328860399e+05 +2.328754299e+05 +2.328754299e+05 +7.6512e-01 -3.8234e+00 -2.7723e+00 -3.6889e+00 -8.1610e-01 +1.8367e-01 -2.2291e+00 -2.9390e+00 +2.1019e+00 +3.8606e+00 -1.3652e+00 -3.3625e+00 +1.5950e-01 -1.2415e+00 +2.0711e+00 -4.9958e+00 +2.8053e+00 -3.6878e+00 +3.4300e+00 -5.7181e-01
462 +1.314796353e+05 +1.314796353e+05 +1.314690253e+05 +1.314690253e+05 -3.6856e+00 +2.3460e+00 +5.1257e-01 +1.9439e+00 +3.6643e+00 +1.6449e+00 +8.7587e-01 +8.8048e-01 +1.6316e+00 +3.1364e+00 -2.5757e+00 -1.6447e+00 +5.9763e-01 -2.1799e+00 +2.7538e-01 -4.6826e-01 -1.5858e+00 -2.1890e+00 +2.5309e+00 +5.3051e-01
% function evaluation | noise-free fitness - Fopt (-1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.562868308e+05 +7.562868308e+05 +7.561024308e+05 +7.561024308e+05 -1.1673e+00 -3.7742e+00 -3.7634e-01 -2.2025e+00 -4.6301e+00 +4.2124e-01 +4.5212e+00 -3.7248e-01 -3.0186e+00 -1.3304e+00 -1.1289e+00 +4.7735e-01 -8.2532e-01 -7.0155e-01 -1.0083e+00 +2.4386e+00 +1.1384e-01 +9.1237e-01 +2.8347e+00 +3.2477e+00
10 +3.184559179e+05 +3.184559179e+05 +3.182715179e+05 +3.182715179e+05 +1.0144e+00 +7.1019e-01 +4.4136e+00 +3.1703e+00 +2.4187e+00 +4.6689e+00 +2.5074e+00 -1.0436e+00 +1.6312e+00 +6.7037e-01 +3.8554e+00 -1.8891e+00 -9.1940e-01 +2.2584e+00 +8.7480e-01 +2.5667e+00 +4.2679e+00 -4.5653e+00 -3.5430e+00 +2.3376e+00
1182 +2.477791608e+05 +2.477791608e+05 +2.475947608e+05 +2.475947608e+05 +3.8739e-01 +5.9542e-01 +5.0000e+00 -3.2121e-77 +4.7788e+00 +4.0824e+00 +3.0236e-77 +3.3330e-77 +4.2833e+00 +3.0923e-77 +4.2776e-77 +5.0000e+00 +2.8607e-77 +3.4116e-77 +2.5852e+00 -1.9070e-77 +4.8602e+00 -4.0001e+00 +5.0000e+00 -5.0000e+00
388 +2.357544791e+05 +2.357544791e+05 +2.355700791e+05 +2.355700791e+05 +4.4108e+00 +3.1591e+00 +4.6800e+00 -4.5072e+00 +3.2877e+00 -2.3746e+00 +2.4874e+00 -4.9864e+00 +1.6649e+00 +4.5965e-01 -3.6025e+00 +9.9189e-01 +4.9845e+00 +7.0086e-01 +3.5866e-01 -3.9638e+00 -2.6712e+00 -2.6182e+00 +2.1512e+00 +1.2385e+00
555 +1.341237900e+05 +1.341237900e+05 +1.339393900e+05 +1.339393900e+05 -9.8855e-01 -3.3600e+00 +4.3083e+00 +2.0056e+00 -1.0551e+00 -4.6394e+00 +2.2055e+00 -4.3671e+00 +3.0909e+00 +3.6019e+00 +2.8872e+00 -2.2630e+00 +4.0516e+00 +2.0129e+00 -1.3450e+00 +1.9217e-01 -1.8126e+00 -2.9295e+00 -1.6149e+00 -2.3355e+00
% function evaluation | noise-free fitness - Fopt (-5.188000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.770452159e+06 +1.770452159e+06 +1.770400279e+06 +1.770400279e+06 -4.2957e+00 -3.9355e+00 -1.7491e+00 +2.9237e+00 +1.6475e+00 -1.3425e+00 +2.4864e-01 +4.3716e+00 -1.1696e+00 +3.6163e-01 -4.3549e+00 -1.9962e+00 -3.6068e-01 -2.2802e+00 -1.5126e+00 +4.4168e+00 -4.2278e+00 +4.4828e+00 +8.5582e-01 -4.3841e+00
4 +1.281602440e+06 +1.281602440e+06 +1.281550560e+06 +1.281550560e+06 +4.4918e-01 +8.4380e-01 -4.2091e+00 -2.6588e-01 -2.2911e+00 +4.2430e+00 -4.8792e+00 -1.1642e+00 -3.0616e+00 +9.7934e-01 -3.2322e-01 +3.3540e-01 -2.5721e+00 -2.9188e+00 -4.2023e-01 -6.7315e-01 -4.4951e+00 +6.5089e-01 +5.4808e-01 -2.8021e+00
25 +6.175828398e+05 +6.175828398e+05 +6.175309598e+05 +6.175309598e+05 -2.7650e+00 +3.5012e+00 +6.1972e-01 +3.4789e-01 -2.5775e+00 -3.3943e+00 -1.4516e-01 +5.6446e-01 +2.7176e-01 -3.0199e+00 +2.0542e+00 -1.6480e+00 -1.1479e+00 +1.5021e+00 +4.1527e+00 -3.7203e+00 +3.2688e+00 -3.4237e-01 -1.0461e+00 -4.6628e+00
427 +3.180173027e+05 +3.180173027e+05 +3.179654227e+05 +3.179654227e+05 +2.0742e+00 +7.7613e-01 -4.1071e+00 +2.4885e+00 +3.0038e+00 -5.7822e-02 -2.0741e+00 -3.3663e+00 -2.0429e+00 -2.7218e+00 +4.2152e+00 -4.8013e+00 +1.2633e-01 -4.9205e-01 -2.5176e+00 -4.6919e+00 -3.6756e+00 +2.7243e+00 +6.2127e-02 -6.3501e-01
% function evaluation | noise-free fitness - Fopt (6.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.288917869e+06 +1.288917869e+06 +1.288987669e+06 +1.288987669e+06 +1.4230e+00 +1.2550e+00 +1.2213e+00 -2.2485e-01 +1.1247e+00 -8.6963e-01 -2.9863e+00 -3.7732e+00 +1.7182e+00 +1.9533e+00 +3.5741e+00 -3.8706e+00 +4.7769e+00 -2.4448e+00 +4.5030e+00 +4.1036e+00 -3.9141e+00 -4.9866e+00 -3.7401e+00 +7.5653e-01
7 +5.178278083e+05 +5.178278083e+05 +5.178976083e+05 +5.178976083e+05 -3.2865e+00 +4.4021e-01 -8.6552e-01 +1.3371e+00 -3.9475e+00 -1.7136e+00 +8.8268e-01 +3.3835e+00 +4.6424e+00 -8.3124e-01 +7.0865e-02 -3.0129e+00 -1.0111e+00 +2.7749e+00 +1.1923e+00 -6.6229e-01 -4.6691e+00 -1.0586e+00 -1.2482e+00 -5.5984e-01
80 +3.578586533e+05 +3.578586533e+05 +3.579284533e+05 +3.579284533e+05 -3.5864e+00 +3.4944e+00 +4.4092e+00 -2.4032e+00 +2.3999e+00 -3.0636e+00 +4.0448e+00 -1.1474e+00 +6.5943e-01 -3.5092e+00 -2.2514e-01 -2.5502e+00 +4.0504e+00 -2.9671e+00 +1.8815e-01 +6.9299e-01 -8.4184e-01 -1.8302e+00 +3.9629e+00 -3.1305e+00
158 +2.400259852e+05 +2.400259852e+05 +2.400957852e+05 +2.400957852e+05 -6.2691e-01 -2.6100e-01 +2.9997e+00 -3.0560e+00 -4.3106e+00 -2.1188e-01 +4.7152e+00 -1.4474e+00 +4.9319e+00 -1.8357e+00 +2.9602e+00 +1.8989e+00 +3.2860e+00 +1.2757e+00 +3.2988e+00 -2.7374e+00 +2.7780e+00 -4.0063e+00 -2.4549e+00 +1.2667e+00
% function evaluation | noise-free fitness - Fopt (1.105400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.202529739e+06 +1.202529739e+06 +1.202640279e+06 +1.202640279e+06 +1.4561e+00 -4.1292e+00 -3.0122e-01 -2.3965e+00 -4.6986e-01 +7.9158e-01 +3.0655e+00 -6.3969e-01 +1.6489e+00 +4.1015e+00 -4.1638e+00 -1.0306e-01 -2.6516e+00 -8.9204e-01 +1.6700e+00 +1.8980e+00 -1.5325e+00 -3.3165e+00 -4.7063e+00 -1.6615e+00
3 +8.526304432e+05 +8.526304432e+05 +8.527409832e+05 +8.527409832e+05 -3.9192e+00 +1.8675e+00 +1.9854e+00 +1.6240e+00 +2.5157e+00 -3.9664e+00 +2.9871e+00 -6.9801e-01 +3.6462e+00 -1.4969e+00 +9.4376e-01 +1.5118e+00 -1.0679e+00 -6.5639e-01 -1.7540e+00 -1.0241e+00 +4.1629e+00 +1.0550e+00 +1.6557e+00 +4.8671e+00
4 +3.627415600e+05 +3.627415600e+05 +3.628521000e+05 +3.628521000e+05 -3.6537e+00 +3.4751e+00 -7.1332e-01 +2.9875e+00 -4.7404e+00 -1.2221e+00 +1.1459e+00 +4.3679e+00 -4.5461e+00 +1.6789e+00 +3.1386e+00 +3.6855e-01 -2.9262e+00 +4.7327e+00 -2.7707e+00 +1.0353e+00 -2.2812e+00 +1.4242e+00 -1.7211e+00 -3.3666e+00
160 +2.075980132e+05 +2.075980132e+05 +2.077085532e+05 +2.077085532e+05 -4.2657e+00 -5.7043e-02 -1.0220e+00 -1.7463e+00 +8.6497e-01 +3.5894e+00 -2.0942e+00 +6.8750e-01 -3.4650e+00 -4.6780e+00 +1.3262e+00 -4.8455e+00 -1.6118e+00 +4.2235e-01 -3.9296e+00 -1.9814e+00 -2.4749e+00 +2.7862e+00 +1.2135e+00 +9.5401e-01
743 +1.284352291e+05 +1.284352291e+05 +1.285457691e+05 +1.285457691e+05 -3.7489e+00 +5.0000e+00 +2.5776e+00 -1.8139e+00 -1.1749e-02 +5.0000e+00 +5.0000e+00 +3.7596e+00 +7.2532e-01 +2.0875e+00 +3.5182e-01 -5.0000e+00 -5.0000e+00 -1.1485e-02 -9.4964e-03 +5.0000e+00 +1.4005e+00 +2.7386e+00 -2.2709e+00 -2.3998e+00
1038 +1.262245376e+05 +1.262245376e+05 +1.263350776e+05 +1.263350776e+05 +2.9644e+00 -3.5367e+00 +2.1462e+00 +2.8392e-01 -3.5635e+00 +2.9988e+00 +5.0000e+00 -1.1654e+00 +3.2210e+00 +2.9609e+00 +7.7848e-01 -4.0503e+00 -4.3788e+00 +6.8023e-02 -5.0000e+00 -5.4207e-01 +1.1323e+00 +5.0000e+00 +2.1340e+00 +3.1146e+00
% function evaluation | noise-free fitness - Fopt (6.121000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
