% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
29 +3.755455080e+02 +3.755455080e+02 +4.403355080e+02 +4.403355080e+02 -2.2534e+00 -2.5585e+00 -2.1075e+00 +2.3177e+00 +4.7658e+00 -3.1817e+00 -7.9456e-01 -3.9974e-01 -4.1517e+00 +4.1858e+00 +3.0854e+00 -2.8769e+00 +1.0135e+00 +3.2106e+00 -2.0621e+00 +1.3865e+00 +7.7134e-01 -1.1808e+00 -6.9123e-01 -1.3076e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.524950212e+03 +2.524950212e+03 +1.524950212e+03 +1.524950212e+03 +4.1556e+00 -3.0276e+00 -1.3445e+00 +3.5132e-01 +2.6992e+00 +4.9454e-01 +4.9401e+00 +4.4542e+00 -2.7446e+00 +1.3044e+00 +3.9803e+00 +1.6585e+00 -1.0656e+00 +1.8985e+00 -5.7048e-01 -3.7091e+00 +4.3410e+00 -8.0152e-01 +4.2714e+00 +1.8257e+00
2 +1.759901440e+03 +1.759901440e+03 +7.599014403e+02 +7.599014403e+02 -4.7961e+00 -1.6948e+00 +3.0098e+00 -1.4264e+00 +4.7370e+00 +1.0450e+00 +4.4366e+00 +2.0078e+00 -3.6211e-01 -4.5741e+00 -3.1461e+00 -9.6286e-01 -1.4324e-01 +1.8674e+00 -9.5825e-01 +4.3206e+00 +1.9388e+00 +2.3388e+00 +3.4712e+00 -6.1201e-01
3 +1.361907872e+03 +1.361907872e+03 +3.619078719e+02 +3.619078719e+02 -3.3326e+00 -4.2018e+00 -2.1055e+00 -4.9063e+00 -1.7788e+00 +1.4424e+00 -1.8405e+00 +4.1838e+00 +2.6642e+00 +4.7930e+00 +1.0337e-02 +8.3789e-01 -4.5448e+00 +4.2894e+00 -9.8418e-01 -3.7556e+00 +2.4451e+00 -2.1266e+00 +2.2013e+00 +4.5415e+00
55 +6.823602467e+02 +6.823602467e+02 -3.176397533e+02 -3.176397533e+02 -1.0117e+00 -3.1108e+00 +1.4356e+00 -4.1100e+00 -5.0963e-01 +4.8202e+00 +1.8824e-01 +4.3763e+00 -8.9774e-01 -1.9301e+00 -4.9338e+00 +3.8112e+00 +2.9465e+00 +2.3918e+00 -4.7600e+00 +3.1041e+00 -1.2242e+00 -2.3767e-01 -4.6813e+00 +2.9385e+00
195 +5.208597257e+02 +5.208597257e+02 -4.791402743e+02 -4.791402743e+02 -4.9829e+00 -1.2798e+00 -2.4266e+00 -1.2300e+00 +4.6746e+00 -1.9374e+00 -1.6030e+00 +1.8490e+00 +1.6151e+00 +3.7704e+00 -4.7280e+00 +3.9975e+00 -8.7376e-01 +6.3097e-01 +2.5534e+00 +4.7364e+00 -1.9776e+00 +3.5939e+00 +1.5168e+00 +3.1359e+00
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.245277165e+03 +1.245277165e+03 +1.920287165e+03 +1.920287165e+03 -1.1163e+00 +4.9496e-01 +3.8809e+00 -3.8809e+00 -3.3191e+00 -4.7629e+00 +3.7564e+00 -1.7263e+00 +4.5037e+00 -3.8147e+00 +5.6818e-01 -3.4088e+00 -3.5507e+00 +3.7306e+00 +4.5583e-01 +2.8090e+00 +1.5539e+00 +1.0485e+00 -3.5681e+00 -3.5757e+00
30 +9.855076693e+02 +9.855076693e+02 +1.660517669e+03 +1.660517669e+03 -3.0326e-01 -1.3541e+00 +2.4006e-01 +4.7553e-01 +2.8141e-01 -3.2753e+00 +2.4195e+00 -2.2041e+00 -4.2760e+00 -4.6848e+00 -4.0009e+00 +4.8515e+00 -8.5431e-01 -1.0075e+00 -2.0309e+00 -4.3978e+00 +2.7738e+00 +1.7481e+00 -6.9394e-01 +2.5418e+00
175 +5.311046030e+02 +5.311046030e+02 +1.206114603e+03 +1.206114603e+03 -3.5433e+00 +4.8516e+00 +3.8747e+00 +3.1853e+00 +4.2424e+00 +3.5180e+00 -3.7982e-01 -1.8031e+00 +3.3800e+00 +1.1216e+00 +3.9514e+00 +3.2783e+00 +2.8268e+00 -1.9866e+00 -2.2452e+00 +9.1379e-01 -2.5702e+00 +1.4874e+00 -7.6192e-02 -4.6112e+00
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.179347836e+03 +6.179347836e+03 +5.821287836e+03 +5.821287836e+03 +2.0941e+00 -4.7400e+00 +1.4441e+00 +3.3197e+00 +9.8902e-01 -1.1969e+00 -2.7768e-01 +1.9050e+00 -3.4250e-01 +7.2739e-01 -4.1962e+00 -1.6745e+00 +2.4239e+00 +3.2626e+00 -2.3535e+00 -1.7089e-01 -2.1485e+00 +3.9731e+00 -5.3581e-01 -4.5978e+00
2 +2.426185295e+03 +2.426185295e+03 +2.068125295e+03 +2.068125295e+03 +3.0921e+00 +4.7431e+00 -2.2163e+00 +2.8381e+00 -4.5690e+00 -4.3247e+00 +1.9283e+00 -8.0600e-01 +1.5547e+00 +3.9342e+00 -5.8166e-01 -4.2698e+00 +1.2980e+00 -4.6364e+00 -6.1023e-01 +1.9696e+00 +2.3106e+00 +3.6290e+00 +2.8260e+00 +1.9980e+00
14 +8.958558135e+02 +8.958558135e+02 +5.377958135e+02 +5.377958135e+02 +1.3678e+00 -3.6535e+00 +4.0142e+00 +2.5955e-01 -4.4448e+00 +4.2030e+00 -2.2703e-01 -4.0277e+00 -7.7938e-01 -1.5340e+00 +7.3468e-01 -4.7711e-01 -3.7296e+00 -7.0254e-02 +1.7836e+00 +8.3433e-01 -8.0405e-01 +3.6298e+00 +4.2947e+00 -1.4904e+00
25 +5.387431777e+02 +5.387431777e+02 +1.806831777e+02 +1.806831777e+02 +3.4393e-01 +5.7765e-01 +2.6542e+00 +3.7462e-01 -1.3091e+00 -2.6373e-01 -2.2334e+00 +9.2683e-01 -4.1703e-01 +2.9208e+00 +4.3493e+00 +1.1367e+00 -1.1265e+00 -2.2315e+00 +1.6256e+00 +2.2239e-01 -1.8236e+00 -8.3593e-02 +1.9418e+00 -4.7554e+00
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.233065373e+02 +8.233065373e+02 +7.753365373e+02 +7.753365373e+02 -3.9654e-01 -3.7756e+00 -5.2063e-02 +2.6117e+00 +1.0516e+00 +1.0730e+00 +1.9430e+00 +9.4979e-01 -3.6729e+00 -9.0131e-01 +2.6659e+00 +8.1130e-01 -3.9257e+00 +4.3354e+00 +3.0617e+00 -2.8595e+00 +2.1436e+00 +3.7804e-01 -3.5221e+00 -3.3528e+00
123 +5.690818500e+02 +5.690818500e+02 +5.211118500e+02 +5.211118500e+02 -1.8657e+00 +8.8651e-01 -1.3988e+00 +2.9486e-01 -2.3263e+00 -2.1306e+00 +4.7445e+00 -4.2201e+00 +2.7522e+00 +2.2924e+00 -1.9282e-02 -1.5309e-02 +2.4161e+00 +2.9867e-01 -2.0876e+00 -3.4510e+00 -2.1904e+00 +1.7590e+00 +1.9938e+00 -6.1388e-01
447 +3.640652009e+02 +3.640652009e+02 +3.160952009e+02 +3.160952009e+02 +2.5487e-308 +0.0000e+00 +2.2869e+00 -1.6037e+00 -1.3983e+00 -4.0328e+00 -2.4660e-308 +6.3169e-310 -2.3529e-308 +3.8944e-01 +1.1915e+00 -5.9368e-309 +1.8876e+00 -6.5644e-309 -4.4177e+00 -4.4401e+00 +4.4111e+00 +4.4872e+00 +1.5055e-308 +2.8311e+00
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.834453409e+03 +2.834453409e+03 +2.005043409e+03 +2.005043409e+03 -4.2328e+00 +4.3984e+00 -2.8250e+00 +4.5638e+00 -1.0198e+00 +9.2774e-01 +1.5445e+00 +3.6334e+00 -3.9667e+00 +3.0529e-01 +4.6260e+00 +3.3461e+00 +1.2393e+00 +8.3715e-02 +1.5214e+00 -4.8938e+00 +2.8137e+00 +1.4164e+00 -4.9349e+00 -3.7841e+00
3 +2.464364843e+03 +2.464364843e+03 +1.634954843e+03 +1.634954843e+03 -1.7608e+00 +1.6487e-01 +2.5544e-01 +4.3467e+00 -4.9334e+00 -8.3180e-02 +1.0928e+00 -1.4434e+00 +2.5317e+00 +4.4316e+00 -1.0788e+00 +3.7888e+00 -3.3272e+00 -4.3250e+00 +2.9547e+00 +4.5916e+00 +3.9869e-01 -1.4321e+00 +1.6987e-01 -3.9609e+00
5 +1.101599790e+03 +1.101599790e+03 +2.721897895e+02 +2.721897895e+02 +6.6921e-01 +7.2125e-01 +9.3831e-02 +1.4084e+00 -4.8859e+00 -3.5487e+00 +1.4518e+00 -3.0457e+00 +4.8627e+00 +4.5049e-01 +1.5748e+00 +1.8290e+00 +1.5859e-01 +4.7684e+00 -1.9112e+00 +2.2445e+00 +1.3079e+00 -7.8958e-01 -3.2645e+00 -3.4920e+00
17 +9.287078001e+02 +9.287078001e+02 +9.929780011e+01 +9.929780011e+01 -4.5701e+00 -4.2117e+00 -6.8668e-02 -3.6316e+00 -2.6834e+00 +1.4790e+00 -5.4977e-01 -2.4360e-01 -1.7336e+00 -2.3070e+00 +9.1847e-01 -3.7893e+00 +8.9409e-02 -6.7198e-02 +2.4557e+00 -2.6854e+00 -2.1387e+00 -4.0921e+00 -1.7288e+00 +1.7805e+00
557 +6.133711927e+02 +6.133711927e+02 -2.160388073e+02 -2.160388073e+02 -1.1740e-19 -1.6613e-19 +5.0000e+00 +2.7805e+00 +2.4586e-19 -2.6105e-19 -1.8729e-19 +1.8245e-19 -1.4481e-19 -5.0000e+00 +5.0000e+00 -2.0768e+00 +2.1803e-19 +3.4355e+00 -2.6880e-19 +2.4769e+00 -5.5128e-01 +5.0000e+00 -4.1724e+00 -8.7899e-01
% function evaluation | noise-free fitness - Fopt (5.681000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.950259226e+02 +8.950259226e+02 +9.518359226e+02 +9.518359226e+02 -5.7253e-01 -1.1233e+00 -2.3034e+00 +5.4483e-01 -6.8173e-01 -1.2800e+00 +3.2844e+00 +2.3068e+00 +1.7098e+00 -4.8068e+00 -3.3073e+00 +2.2965e+00 +4.6841e+00 -3.7928e+00 +3.6846e+00 +2.0491e+00 +3.0409e-01 -3.1890e+00 -4.9635e+00 +1.7598e+00
181 +6.047039018e+02 +6.047039018e+02 +6.615139018e+02 +6.615139018e+02 -4.3191e+00 -2.7702e+00 +3.8463e+00 -1.5722e+00 -3.0613e+00 -2.9031e+00 +1.7114e+00 +1.6693e+00 +2.9612e+00 -3.4560e+00 -3.0319e+00 -1.1558e-01 -4.8666e+00 +6.9973e-02 +3.6160e+00 +2.2244e+00 -1.9826e+00 -3.2819e+00 +1.5109e-01 +3.8483e+00
% function evaluation | noise-free fitness - Fopt (4.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.502142111e+03 +2.502142111e+03 +2.544232111e+03 +2.544232111e+03 -3.1858e+00 +2.6676e+00 +1.1730e+00 +1.0033e+00 +1.2342e+00 -3.6426e+00 +1.8950e+00 +3.9051e+00 -2.2265e+00 -1.0628e+00 -1.4782e+00 +8.5814e-01 +4.6201e+00 +8.0321e-01 +6.4305e-01 -4.3122e+00 -2.1362e+00 -3.4770e+00 +2.5849e+00 +2.2398e+00
3 +1.262806093e+03 +1.262806093e+03 +1.304896093e+03 +1.304896093e+03 -3.6904e+00 -4.3491e+00 +4.4124e+00 +3.6551e+00 +2.8626e+00 -4.5496e-01 -2.0456e+00 +4.7510e+00 -9.0566e-01 +8.4429e-01 -2.8990e+00 -3.7870e-01 +3.5689e+00 -1.2915e+00 -3.1873e+00 -1.3168e+00 +3.6464e+00 +1.6203e+00 +1.4846e+00 -3.4416e+00
6 +8.946143689e+02 +8.946143689e+02 +9.367043689e+02 +9.367043689e+02 -4.0276e+00 -2.1088e+00 -3.1994e+00 +2.3519e+00 -7.1007e-01 +1.4087e+00 +3.1762e+00 +1.4266e+00 -9.3315e-01 -1.3500e+00 -1.9171e-01 +4.4104e+00 -7.5964e-01 -7.1333e-01 +2.3367e+00 +1.0737e+00 -9.3287e-01 +1.5837e+00 +4.6362e+00 -8.2747e-01
58 +5.344156105e+02 +5.344156105e+02 +5.765056105e+02 +5.765056105e+02 +1.8208e+00 +2.1104e+00 -2.1934e+00 -4.5038e+00 +5.3713e-01 +4.5503e+00 -3.3589e+00 -2.1055e+00 -4.8958e+00 +2.5335e+00 -4.1845e+00 +4.1126e-01 +1.3506e+00 -2.3045e+00 -6.6208e-01 +3.7351e+00 +4.6697e+00 +2.3893e+00 -1.4434e+00 -9.4757e-01
% function evaluation | noise-free fitness - Fopt (4.579000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.923148136e+03 +2.923148136e+03 +2.968938136e+03 +2.968938136e+03 -1.7603e+00 +1.6713e+00 +8.5307e-01 +2.0203e-01 -2.5835e+00 -2.2727e+00 -3.0150e+00 -3.7580e+00 +2.2852e+00 -1.2941e+00 +3.8861e+00 +2.2521e+00 +1.0347e+00 +4.8968e+00 -8.4189e-01 +3.1091e+00 +3.7191e+00 -4.7294e+00 -2.8446e+00 -2.5672e+00
2 +2.382784725e+03 +2.382784725e+03 +2.428574725e+03 +2.428574725e+03 -1.3749e+00 -1.6469e+00 -4.1556e+00 -4.0424e+00 -3.0398e+00 -2.6119e+00 -3.0482e+00 +3.3070e+00 -1.1910e+00 +1.5802e+00 -3.9700e+00 +9.0991e-01 -4.3956e+00 -4.6045e+00 +1.0266e+00 +8.6234e-01 -1.8027e+00 -4.4929e+00 +3.8859e-01 +4.3229e+00
6 +1.475907998e+03 +1.475907998e+03 +1.521697998e+03 +1.521697998e+03 -2.4746e+00 -1.7843e-02 +3.6505e+00 -1.5915e-01 +9.8935e-01 +1.9268e+00 -1.5030e+00 +7.9725e-01 +4.1198e+00 +1.0702e+00 +4.5757e+00 -1.3810e+00 +4.6449e+00 +5.1281e-01 -3.9808e+00 -2.7467e+00 -1.7200e+00 -4.9243e+00 -2.9769e+00 +3.4332e+00
13 +8.537555798e+02 +8.537555798e+02 +8.995455798e+02 +8.995455798e+02 +6.7079e-01 -2.4610e+00 -4.0376e+00 +1.2592e+00 -3.1332e+00 +4.3445e+00 +8.6740e-02 +4.2580e+00 -4.4159e+00 -3.5453e+00 -4.5646e+00 -1.4751e+00 +1.1377e+00 +1.6849e+00 -2.0349e+00 +1.4532e-01 +5.1593e-01 -3.2880e+00 +4.9106e+00 -1.7144e+00
72 +5.758237411e+02 +5.758237411e+02 +6.216137411e+02 +6.216137411e+02 -1.1738e+00 -2.3451e+00 +1.3865e+00 -4.2759e+00 +8.6227e-02 -3.9800e+00 +3.6785e+00 -3.5232e+00 -3.9475e-01 -1.2923e+00 -4.6405e+00 -2.6112e+00 +3.2042e+00 +6.4223e-01 -4.2354e+00 -3.4168e+00 -3.8154e+00 +1.6338e-01 -6.7944e-01 +3.6390e+00
805 +3.670999917e+02 +3.670999917e+02 +4.128899917e+02 +4.128899917e+02 -1.7826e-02 -2.4788e+00 +1.0945e-02 -2.7486e+00 +1.1218e-02 -4.6582e+00 +2.5394e+00 -5.0000e+00 -1.2834e-02 -2.4482e-01 -2.2356e+00 -4.7130e+00 +4.9032e+00 +9.9210e-03 -2.6119e+00 -3.4038e+00 -2.9869e+00 +1.1933e-02 -1.4544e-02 +3.5691e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.212972655e+02 +7.212972655e+02 -2.787027345e+02 -2.787027345e+02 -1.0563e+00 -1.4014e+00 -2.9847e+00 +3.3219e+00 +4.1277e+00 -1.7527e+00 +2.6077e+00 -3.8712e+00 -4.2098e+00 +3.0584e+00 +3.0507e-01 +1.1917e+00 +2.5839e+00 -4.7333e-01 +2.0951e+00 +1.9058e+00 -1.2774e+00 +7.2047e-01 +1.5337e+00 -3.5143e-01
23 +5.555073381e+02 +5.555073381e+02 -4.444926619e+02 -4.444926619e+02 -4.3077e+00 +3.6772e+00 -1.7490e+00 -3.4752e+00 -2.0688e+00 +5.9920e-01 +1.8110e+00 +3.2585e+00 +7.2957e-01 -1.2298e+00 -2.0011e+00 -4.2347e+00 +9.2160e-01 -2.8934e+00 +3.0959e+00 -2.3502e+00 -8.9631e-01 -4.2890e+00 +3.3423e+00 +4.8625e-01
85 +3.365298837e+02 +3.365298837e+02 -6.634701163e+02 -6.634701163e+02 -1.1022e-01 +3.4694e+00 +3.7141e+00 +2.7614e+00 +2.6883e+00 -4.6995e+00 -3.7804e+00 +4.9029e-02 +2.7247e+00 +6.1564e-01 -3.3800e+00 -8.2979e-01 -3.7809e+00 -6.5228e-01 +2.9188e+00 -1.2263e+00 -6.5332e-01 -8.0880e-01 -5.4068e-01 -3.0406e+00
% function evaluation | noise-free fitness - Fopt (1.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.501048552e+03 +2.501048552e+03 +2.516798552e+03 +2.516798552e+03 +3.7539e+00 +1.5394e+00 -4.2173e+00 -2.7200e+00 -4.4437e+00 +3.6166e+00 -3.0178e+00 -2.4883e-01 +2.4085e-01 +1.0367e-01 +3.0600e-01 +8.1343e-01 -3.0674e+00 -1.3921e+00 -1.2431e-02 -2.8380e+00 -3.4090e+00 -3.8065e+00 +4.3293e+00 +7.3131e-01
3 +1.387239323e+03 +1.387239323e+03 +1.402989323e+03 +1.402989323e+03 -4.4391e+00 -3.2146e+00 +2.0776e+00 +4.3646e+00 -3.4400e+00 -2.5785e+00 +2.4550e+00 -8.6810e-02 -8.1616e-01 -2.9430e+00 -2.8018e-01 -1.3726e+00 -4.9447e+00 +3.2042e+00 +3.3044e+00 -3.0253e+00 -2.0329e+00 -1.1952e+00 -2.7761e+00 -3.3501e+00
9 +9.036166875e+02 +9.036166875e+02 +9.193666875e+02 +9.193666875e+02 +2.6006e+00 -3.1350e+00 -2.3025e+00 +1.8227e+00 +3.5171e+00 +1.5035e+00 -2.0167e+00 -1.2365e+00 +2.6232e+00 +1.5696e+00 +2.8839e+00 +4.2326e+00 -3.7379e+00 -4.3117e+00 -3.2116e+00 -4.4608e+00 +3.1034e+00 -4.4488e+00 -3.1453e+00 -3.0993e+00
42 +6.054437518e+02 +6.054437518e+02 +6.211937518e+02 +6.211937518e+02 +1.2451e+00 -1.2415e+00 +2.4935e+00 -3.5608e-01 +4.4752e+00 +8.4274e-01 -9.4096e-01 -2.5589e+00 +2.3873e+00 -1.7933e+00 +1.5397e+00 +3.6175e+00 -9.9281e-01 -1.5992e+00 -1.6400e+00 -3.1518e+00 -1.3367e+00 -1.5508e+00 -3.0947e-02 -4.0153e+00
